0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
generously made available by The Internet Archive/American Libraries.),"[10, 4, 9, 2, 3, 8, 16, 9]",61,"[4, 1, 3, 1, 1, 3, 7, 3]",23,0.4,13,2,2,2
"Mail Carrying Railways Underpaid   A Statement by the Committee on Railway Mail Pay representing 214,275 miles of Railway in the United States, operated by 268 companies, containing facts and figures which prove that Railway Mail Pay does not equal the operating expenses that it makes necessary, leaving nothing for return upon the value of the property.","[4, 8, 8, 9, 1, 9, 2, 3, 9, 2, 7, 4, 3, 12, 7, 5, 2, 7, 2, 3, 6, 6, 8, 2, 3, 9, 10, 5, 3, 7, 5, 5, 4, 7, 4, 3, 4, 3, 5, 3, 9, 8, 4, 2, 5, 9, 7, 7, 3, 6, 4, 3, 5, 2, 3, 8]",294,"[1, 2, 2, 3, 1, 3, 1, 1, 3, 1, 2, 1, 1, 4, 0, 1, 1, 2, 1, 1, 2, 1, 3, 1, 0, 3, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 1, 2, 1, 4, 2, 1, 1, 1, 4, 3, 2, 1, 2, 2, 1, 1, 1, 1, 3]",90,0.0,5,1,1,0
"THE COMMITTEE ON RAILWAY MAIL PAY   J. KRUTTSCHNITT, Chairman  Director of Maintenance and Operation, Union and Southern Pacific    Systems   RALPH PETERS, Vice-Chairman  President, Long Island Railroad   CHARLES A. WICKERSHAM  President and General Manager, Western Railway of Alabama   W. W. BALDWIN  Vice-President, Chicago, Burlington & Quincy Railroad   W. W. ATTERBURY  Vice-President, Pennsylvania Railroad   GEORGE T. NICHOLSON  Vice-President, Atchison, Topeka & Santa Fe Railway   E. J. PEARSON  First Vice-President, Missouri Pacific Railway   E. G. BUCKLAND  Vice-President, New York, New Haven & Hartford Railroad   C. F. DALY  Vice-President, New York Central Lines   W. A. WORTHINGTON  Assistant Director of Maintenance and Operation, Union and Southern    Pacific Systems   W. F. ALLEN, Secretary   H. T. NEWCOMB, Statistician         *       *       *       *       *     Mail Carrying Railways Underpaid   A STATEMENT  By the  Committee on Railway Mail Pay  representing  214,275 miles of Railway in the United States, operated by 268 companies,  containing facts and figures which prove that  RAILWAY MAIL PAY  does not equal the operating expenses that it makes necessary, leaving nothing for return upon the value of the property.","[3, 9, 2, 7, 4, 3, 1, 12, 8, 8, 2, 11, 3, 9, 5, 3, 8, 7, 7, 5, 6, 13, 9, 4, 6, 8, 7, 1, 10, 9, 3, 7, 7, 7, 7, 2, 7, 1, 1, 7, 14, 7, 10, 6, 8, 1, 1, 9, 14, 12, 8, 6, 1, 9, 14, 8, 6, 5, 2, 7, 1, 1, 7, 5, 14, 8, 7, 7, 1, 1, 8, 14, 3, 4, 3, 5, 8, 8, 1, 1, 4, 14, 3, 4, 7, 5, 1, 1, 11, 9, 8, 2, 11, 3, 9, 5, 3, 8, 7, 7, 1, 1, 5, 9, 1, 1, 7, 12, 4, 8, 8, 9, 1, 9, 2, 3, 9, 2, 7, 4, 3, 12, 7, 5, 2, 7, 2, 3, 6, 6, 8, 2, 3, 9, 10, 5, 3, 7, 5, 5, 4, 7, 4, 3, 4, 3, 5, 3, 9, 8, 4, 2, 5, 9, 7, 7, 3, 6, 4, 3, 5, 2, 3, 8]",947,"[1, 3, 1, 2, 1, 1, 0, 2, 2, 3, 1, 3, 1, 4, 2, 1, 2, 3, 2, 1, 2, 4, 3, 1, 2, 2, 1, 1, 3, 3, 1, 3, 3, 2, 2, 1, 4, 0, 0, 2, 5, 3, 3, 2, 2, 0, 0, 4, 5, 5, 2, 1, 0, 3, 5, 3, 3, 2, 1, 2, 1, 0, 3, 1, 5, 3, 3, 2, 1, 0, 2, 5, 1, 1, 1, 2, 2, 2, 0, 0, 2, 5, 1, 1, 2, 1, 0, 1, 3, 3, 3, 1, 3, 1, 4, 2, 1, 2, 3, 2, 0, 0, 2, 4, 0, 0, 2, 5, 1, 2, 2, 3, 1, 3, 1, 1, 3, 1, 2, 1, 1, 4, 0, 1, 1, 2, 1, 1, 2, 1, 3, 1, 0, 3, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 1, 2, 1, 4, 2, 1, 1, 1, 4, 3, 2, 1, 2, 2, 1, 1, 1, 1, 3]",306,0.0549242424242,4,1,1,3
"October, 1912.","[7, 4]",11,"[3, 0]",3,0.0,18,0,0,1
TABLE OF CONTENTS.,"[5, 2, 8]",15,"[1, 1, 2]",4,0.0,18,0,0,1
Page   I.,"[4, 1]",5,"[1, 1]",2,0.0,18,0,0,1
Scope of this Pamphlet                                          3   II.,"[5, 2, 4, 8, 1, 2]",22,"[1, 1, 1, 2, 0, 1]",6,0.0,18,0,0,1
"Railway Mail Pay Is About to be Forced Still Further Below     the Level of Just Compensation, Unless Payments are Promptly     Readjusted, on Account of the Additional Volume of Mail that     will Result from the Inauguration, on January 1, 1913, of the     Parcels Post                                                    3   III.","[7, 4, 3, 2, 5, 2, 2, 6, 5, 7, 5, 3, 5, 2, 4, 12, 6, 8, 3, 8, 10, 2, 7, 2, 3, 10, 6, 2, 4, 4, 4, 6, 4, 3, 12, 2, 7, 1, 4, 2, 3, 7, 4, 1, 3]",212,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 4, 2, 2, 1, 2, 3, 1, 2, 1, 1, 4, 2, 1, 1, 1, 1, 2, 1, 1, 5, 1, 3, 0, 0, 1, 1, 2, 1, 0, 1]",68,-0.15,12,1,1,4
"The Postmaster-General's Erroneous Assertion that the     Railways were Overpaid ""About $9,000,000.00"" in the Year 1909,     Rests Primarily Upon His Adopting an Unprecedented Theory     which Allows Nothing for a Return Upon the Capital Invested in     Railway Property                                                4   IV.","[3, 18, 2, 9, 9, 4, 3, 8, 4, 8, 5, 12, 2, 3, 4, 4, 5, 9, 4, 3, 8, 2, 13, 6, 5, 6, 7, 3, 1, 6, 4, 3, 7, 8, 2, 7, 8, 1, 2]",218,"[1, 6, 0, 3, 3, 1, 1, 2, 1, 3, 2, 0, 1, 1, 2, 0, 1, 4, 2, 1, 3, 1, 4, 2, 1, 2, 2, 1, 1, 2, 2, 1, 3, 2, 1, 2, 3, 0, 1]",69,0.166666666667,8,1,1,4
"The Mail Service Supplied by the Railways Costs Them More in     Operating Expenses and Taxes than They Are Paid For It, and     Leaves Nothing for Return on the Property                       6   V. The Postmaster-General's Apportionment of Space Between the     Mail Service and the Other Services Rendered on Passenger     Trains Did Not Allow to the Mails the Space which They     Actually Require and Use and this Had the Result of Unduly     Reducing His Estimates of the Cost to the Railways of the Mail     Service                                                         9   VI.","[3, 4, 7, 8, 2, 3, 8, 5, 4, 4, 2, 9, 8, 3, 5, 4, 4, 3, 4, 3, 2, 3, 6, 7, 3, 6, 2, 3, 8, 1, 1, 3, 18, 2, 13, 2, 5, 7, 3, 4, 7, 3, 3, 5, 8, 8, 2, 9, 6, 3, 3, 5, 2, 3, 5, 3, 5, 5, 4, 8, 7, 3, 3, 3, 4, 3, 3, 6, 2, 6, 8, 3, 9, 2, 3, 4, 2, 3, 8, 2, 3, 4, 7, 1, 2]",390,"[1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 3, 0, 0, 1, 6, 0, 4, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 0, 1]",121,0.125,1,1,1,0
