0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
          The Picture of Dorian Gray  by  Oscar Wilde     THE PREFACE  The artist is the creator of beautiful things.,"[3, 7, 2, 6, 4, 2, 5, 5, 3, 7, 3, 6, 2, 3, 7, 2, 9, 6]",82,"[1, 2, 1, 3, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 3, 1, 4, 1]",29,0.85,4,0,0,3
To reveal art and conceal the artist is art's aim.,"[2, 6, 3, 3, 7, 3, 6, 2, 3, 2, 3]",40,"[1, 3, 1, 1, 3, 1, 2, 1, 1, 0, 1]",15,0.0,11,2,2,1
The critic is he who can translate into another manner or a new material his impression of beautiful things.,"[3, 6, 2, 2, 3, 3, 9, 4, 7, 6, 2, 1, 3, 8, 3, 10, 2, 9, 6]",89,"[1, 2, 1, 1, 1, 1, 2, 2, 3, 2, 1, 1, 1, 4, 1, 3, 1, 4, 1]",33,0.493181818182,4,0,0,3
The highest as the lowest form of criticism is a mode of autobiography.,"[3, 7, 2, 3, 6, 4, 2, 9, 2, 1, 4, 2, 13]",58,"[1, 2, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 5]",21,0.0,11,2,2,1
Those who find ugly meanings in beautiful things are corrupt without being charming.,"[5, 3, 4, 4, 8, 2, 9, 6, 3, 7, 7, 5, 8]",71,"[1, 1, 1, 2, 3, 1, 4, 1, 1, 2, 2, 1, 2]",22,0.0875,11,2,2,1
This is a fault.,"[4, 2, 1, 5]",12,"[1, 1, 1, 1]",4,0.0,1,2,2,1
Those who find beautiful meanings in beautiful things are the cultivated.,"[5, 3, 4, 9, 8, 2, 9, 6, 3, 3, 10]",62,"[1, 1, 1, 4, 3, 1, 4, 1, 1, 1, 3]",21,0.85,4,0,0,3
For these there is hope.,"[3, 5, 5, 2, 4]",19,"[1, 1, 1, 1, 1]",5,0.0,1,2,2,1
They are the elect to whom beautiful things mean only beauty.,"[4, 3, 3, 5, 2, 4, 9, 6, 4, 4, 6]",50,"[1, 1, 1, 2, 1, 1, 4, 1, 2, 2, 3]",19,0.334375,8,0,0,3
There is no such thing as a moral or an immoral book.,"[5, 2, 2, 4, 5, 2, 1, 5, 2, 2, 7, 4]",41,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1]",15,0.0,11,2,2,1
"Books are well written, or badly written.","[5, 3, 4, 7, 2, 5, 7]",33,"[1, 1, 1, 2, 1, 2, 2]",10,-0.7,16,2,2,0
That is all.,"[4, 2, 3]",9,"[1, 1, 1]",3,0.0,1,2,2,1
The nineteenth century dislike of realism is the rage of Caliban seeing his own face in a glass.,"[3, 10, 7, 7, 2, 7, 2, 3, 4, 2, 7, 6, 3, 3, 4, 2, 1, 5]",78,"[1, 3, 3, 2, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1]",27,0.6,4,0,0,3
The nineteenth century dislike of romanticism is the rage of Caliban not seeing his own face in a glass.,"[3, 10, 7, 7, 2, 11, 2, 3, 4, 2, 7, 3, 6, 3, 3, 4, 2, 1, 5]",85,"[1, 3, 3, 2, 1, 4, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",29,0.6,4,0,0,3
"The moral life of man forms part of the subject-matter of the artist, but the morality of art consists in the perfect use of an imperfect medium.","[3, 5, 4, 2, 3, 5, 4, 2, 3, 14, 2, 3, 6, 3, 3, 8, 2, 3, 8, 2, 3, 7, 3, 2, 2, 9, 6]",117,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 4, 1, 1, 2, 1, 1, 2, 1, 1, 1, 3, 2]",40,0.5,3,0,0,4
No artist desires to prove anything.,"[2, 6, 7, 2, 5, 8]",30,"[1, 2, 2, 1, 1, 3]",10,0.0,19,2,2,1
Even things that are true can be proved.,"[4, 6, 4, 3, 4, 3, 2, 6]",32,"[2, 1, 1, 1, 0, 1, 1, 1]",8,0.35,8,0,0,3
No artist has ethical sympathies.,"[2, 6, 3, 7, 10]",28,"[1, 2, 1, 3, 3]",10,0.2,8,2,2,1
An ethical sympathy in an artist is an unpardonable mannerism of style.,"[2, 7, 8, 2, 2, 6, 2, 2, 12, 9, 2, 5]",59,"[1, 3, 3, 1, 1, 2, 1, 1, 4, 3, 1, 1]",22,0.2,13,0,0,1
No artist is ever morbid.,"[2, 6, 2, 4, 6]",20,"[1, 2, 1, 2, 2]",8,0.0,1,2,2,1
The artist can express everything.,"[3, 6, 3, 7, 10]",29,"[1, 2, 1, 2, 4]",10,0.0,19,2,2,1
