0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
         THE ADVENTURES OF SHERLOCK HOLMES  by  SIR ARTHUR CONAN DOYLE       I.,"[3, 10, 2, 8, 6, 2, 3, 6, 5, 5, 1]",51,"[1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1]",16,0.0,5,0,0,0
A Scandal in Bohemia   II.,"[1, 7, 2, 7, 2]",19,"[1, 2, 1, 4, 1]",9,0.0,19,0,0,0
The Red-headed League  III.,"[3, 10, 6, 3]",22,"[1, 3, 2, 1]",7,0.0,0,0,0,0
A Case of Identity   IV.,"[1, 4, 2, 8, 2]",17,"[1, 1, 1, 4, 1]",8,0.0,0,0,0,0
The Boscombe Valley Mystery    V. The Five Orange Pips   VI.,"[3, 8, 6, 7, 1, 3, 4, 6, 4, 2]",44,"[1, 2, 2, 3, 0, 1, 1, 2, 1, 1]",14,0.0,19,0,0,0
The Man with the Twisted Lip  VII.,"[3, 3, 4, 3, 7, 3, 3]",26,"[1, 1, 1, 1, 1, 1, 1]",7,-0.5,11,0,0,2
The Adventure of the Blue Carbuncle VIII.,"[3, 9, 2, 3, 4, 9, 4]",34,"[1, 3, 1, 1, 0, 2, 1]",9,0.0,19,0,0,0
The Adventure of the Speckled Band   IX.,"[3, 9, 2, 3, 8, 4, 2]",31,"[1, 3, 1, 1, 1, 1, 1]",9,0.0,19,0,0,0
The Adventure of the Engineer's Thumb    X.,"[3, 9, 2, 3, 8, 2, 5, 1]",33,"[1, 3, 1, 1, 3, 0, 1, 0]",10,0.0,19,0,0,0
The Adventure of the Noble Bachelor   XI.,"[3, 9, 2, 3, 5, 8, 2]",32,"[1, 3, 1, 1, 1, 3, 1]",11,0.6,9,2,2,3
The Adventure of the Beryl Coronet  XII.,"[3, 9, 2, 3, 5, 7, 3]",32,"[1, 3, 1, 1, 2, 3, 1]",12,0.0,19,0,0,0
