0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"          PETER PAN  [PETER AND WENDY]  By J. M. Barrie [James Matthew Barrie]  A Millennium Fulcrum Edition (c)1991 by Duncan Research     Contents:  Chapter 1 PETER BREAKS THROUGH  Chapter 2 THE SHADOW  Chapter 3 COME AWAY, COME AWAY!","[5, 3, 5, 3, 5, 2, 1, 1, 6, 5, 7, 6, 1, 10, 7, 7, 1, 4, 2, 6, 8, 8, 7, 1, 5, 6, 7, 7, 1, 3, 6, 7, 1, 4, 4, 4, 4]",170,"[2, 1, 2, 1, 2, 1, 0, 0, 2, 1, 2, 2, 1, 3, 2, 3, 0, 0, 1, 2, 3, 2, 2, 0, 2, 2, 1, 2, 0, 1, 2, 2, 0, 1, 2, 1, 2]",53,0.0,18,1,1,2
Chapter 4 THE FLIGHT  Chapter 5 THE ISLAND COME TRUE  Chapter 6 THE LITTLE HOUSE  Chapter 7 THE HOME UNDER THE GROUND  Chapter 8 THE MERMAID'S LAGOON  Chapter 9 THE NEVER BIRD  Chapter 10 THE HAPPY HOME  Chapter 11 WENDY'S STORY  Chapter 12 THE CHILDREN ARE CARRIED OFF  Chapter 13 DO YOU BELIEVE IN FAIRIES?,"[7, 1, 3, 6, 7, 1, 3, 6, 4, 4, 7, 1, 3, 6, 5, 7, 1, 3, 4, 5, 3, 6, 7, 1, 3, 7, 2, 6, 7, 1, 3, 5, 4, 7, 2, 3, 5, 4, 7, 2, 5, 2, 5, 7, 2, 3, 8, 3, 7, 3, 7, 2, 2, 3, 7, 2, 7]",244,"[2, 0, 1, 1, 2, 0, 1, 2, 1, 0, 2, 0, 1, 1, 1, 2, 0, 1, 1, 2, 1, 1, 2, 0, 1, 2, 0, 2, 2, 0, 1, 2, 1, 2, 0, 1, 2, 1, 2, 0, 2, 0, 2, 2, 0, 1, 2, 1, 2, 1, 2, 0, 1, 1, 3, 1, 2]",67,0.320833333333,2,1,1,2
"Chapter 14 THE PIRATE SHIP  Chapter 15 ""HOOK OR ME THIS TIME""  Chapter 16 THE RETURN HOME  Chapter 17 WHEN WENDY GREW UP     Chapter 1 PETER BREAKS THROUGH  All children, except one, grow up.","[7, 2, 3, 6, 4, 7, 2, 4, 2, 2, 4, 4, 7, 2, 3, 6, 4, 7, 2, 4, 5, 4, 2, 7, 1, 5, 6, 7, 3, 8, 6, 3, 4, 2]",145,"[2, 0, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1, 2, 0, 1, 2, 1, 2, 0, 1, 2, 1, 1, 2, 0, 2, 2, 1, 1, 2, 2, 1, 1, 1]",41,0.0,6,1,1,4
"They soon know that they will grow up, and the way Wendy knew was this.","[4, 4, 4, 4, 4, 4, 4, 2, 3, 3, 3, 5, 4, 3, 4]",55,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",16,0.0,7,2,2,1
"One day when she was two years old she was playing in a garden, and she plucked another flower and ran with it to her mother.","[3, 3, 4, 3, 3, 3, 5, 3, 3, 3, 7, 2, 1, 6, 3, 3, 7, 7, 6, 3, 3, 4, 2, 2, 3, 6]",98,"[1, 1, 1, 0, 1, 1, 2, 1, 0, 1, 1, 1, 1, 2, 1, 0, 1, 3, 2, 1, 1, 1, 1, 1, 1, 2]",29,0.1,1,1,1,4
"I suppose she must have looked rather delightful, for Mrs.","[1, 7, 3, 4, 4, 6, 6, 10, 3, 3]",47,"[1, 2, 0, 1, 1, 1, 2, 3, 1, 0]",12,1.0,3,0,0,3
"Darling put her hand to her heart and cried, ""Oh, why can't you remain like this for ever!""","[7, 3, 3, 4, 2, 3, 5, 3, 5, 2, 3, 2, 3, 3, 6, 4, 4, 3, 4]",69,"[2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 1, 2]",22,0.0,7,2,2,4
"This was all that passed between them on the subject, but henceforth Wendy knew that she must grow up.","[4, 3, 3, 4, 6, 7, 4, 2, 3, 7, 3, 10, 5, 4, 4, 3, 4, 4, 2]",82,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 2, 1, 1, 0, 1, 1, 1]",23,-0.166666666667,11,2,2,4
You always know after you are two.,"[3, 6, 4, 5, 3, 3, 3]",27,"[1, 2, 1, 2, 1, 1, 1]",9,0.0,4,2,2,1
Two is the beginning of the end.,"[3, 2, 3, 9, 2, 3, 3]",25,"[1, 1, 1, 3, 1, 1, 1]",9,0.0,4,2,2,1
