0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     THE DIVINE COMEDY   THE VISION  OF  HELL, PURGATORY, AND PARADISE  BY  DANTE ALIGHIERI       PARADISE  Complete    TRANSLATED BY  THE REV.","[3, 6, 6, 3, 6, 2, 4, 9, 3, 8, 2, 5, 9, 8, 8, 10, 2, 3, 3]",100,"[1, 2, 3, 1, 2, 1, 1, 4, 1, 3, 1, 1, 5, 3, 2, 2, 1, 1, 1]",36,0.1,8,0,0,3
"H. F. CARY, M.A.","[1, 1, 4, 3]",9,"[0, 0, 2, 1]",3,0.0,4,0,0,1
"PARADISE    LIST OF CANTOS Canto 1 Canto 2 Canto 3 Canto 4 Canto 5 Canto 6 Canto 7 Canto 8 Canto 9 Canto 10 Canto 11 Canto 12 Canto 13 Canto 14 Canto 15 Canto 16 Canto 17 Canto 18 Canto 19 Canto 20 Canto 21 Canto 22 Canto 23 Canto 24 Canto 25 Canto 26 Canto 27 Canto 28 Canto 29 Canto 30 Canto 31 Canto 32 Canto 33     CANTO I  His glory, by whose might all things are mov'd, Pierces the universe, and in one part Sheds more resplendence, elsewhere less.","[8, 4, 2, 6, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 1, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 1, 3, 5, 2, 5, 5, 3, 6, 3, 3, 2, 7, 3, 8, 3, 2, 3, 4, 5, 4, 12, 9, 4]",349,"[3, 1, 1, 2, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1]",105,0.166666666667,13,1,1,4
"In heav'n, That largeliest of his light partakes, was I, Witness of things, which to relate again Surpasseth power of him who comes from thence; For that, so near approaching its desire Our intellect is to such depth absorb'd, That memory cannot follow.","[2, 6, 4, 10, 2, 3, 5, 8, 3, 1, 7, 2, 6, 5, 2, 6, 5, 10, 5, 2, 3, 3, 5, 4, 6, 3, 4, 2, 4, 11, 3, 6, 3, 9, 2, 2, 4, 5, 6, 2, 4, 6, 3, 3, 6]",203,"[1, 2, 1, 4, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 1, 1, 2, 0, 1, 3, 1, 1, 2]",65,0.125,15,1,1,0
"Nathless all, That in my thoughts I of that sacred realm Could store, shall now be matter of my song.","[8, 3, 4, 2, 2, 8, 1, 2, 4, 6, 5, 5, 5, 5, 3, 2, 6, 2, 2, 4]",79,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1]",23,0.0,2,0,0,3
Benign Apollo!,"[6, 6]",12,"[2, 3]",5,0.0,4,0,0,1
"this last labour aid, And make me such a vessel of thy worth, As thy own laurel claims of me belov'd.","[4, 4, 6, 3, 3, 4, 2, 4, 1, 6, 2, 3, 5, 2, 3, 3, 6, 6, 2, 2, 5, 2]",78,"[1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 0]",25,0.225,1,2,2,2
"Thus far hath one of steep Parnassus' brows Suffic'd me; henceforth there is need of both For my remaining enterprise Do thou Enter into my bosom, and there breathe So, as when Marsyas by thy hand was dragg'd Forth from his limbs unsheath'd.","[4, 3, 4, 3, 2, 5, 9, 5, 6, 2, 2, 10, 5, 2, 4, 2, 4, 3, 2, 9, 10, 2, 4, 5, 4, 2, 5, 3, 5, 7, 2, 2, 4, 7, 2, 3, 4, 3, 5, 2, 5, 4, 3, 5, 8, 2]",194,"[1, 1, 1, 1, 1, 1, 3, 1, 2, 0, 1, 3, 1, 1, 0, 1, 1, 1, 1, 3, 3, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 3, 0]",59,0.1,15,1,1,0
O power divine!,"[1, 5, 6]",12,"[1, 2, 2]",5,0.0,4,0,0,1
"If thou to me of shine impart so much, That of that happy realm the shadow'd form Trac'd in my thoughts I may set forth to view, Thou shalt behold me of thy favour'd tree Come to the foot, and crown myself with leaves; For to that honour thou, and my high theme Will fit me.","[2, 4, 2, 2, 2, 5, 6, 2, 4, 4, 2, 4, 5, 5, 3, 6, 2, 4, 4, 2, 2, 2, 8, 1, 3, 3, 5, 2, 4, 4, 5, 6, 2, 2, 3, 6, 2, 4, 4, 2, 3, 4, 3, 5, 6, 4, 6, 3, 2, 4, 6, 4, 3, 2, 4, 5, 4, 3, 2]",213,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",66,0.39,12,1,1,0
