0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     HISTORY OF THE DECLINE AND FALL OF THE ROMAN EMPIRE  Edward Gibbon, Esq.","[7, 2, 3, 7, 3, 4, 2, 3, 5, 6, 6, 6, 3]",57,"[3, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1]",20,0.0,10,0,0,3
With notes by the Rev.,"[4, 5, 2, 3, 3]",17,"[1, 1, 1, 1, 1]",5,0.0,0,0,0,0
"H. H. Milman  Complete Contents  1782 (Written), 1845 (Revised)   The 1996 Project Gutenberg Edition Table of Contents for Ebooks 731-736 HTML file in the ASCII character set, and includes all the original footnotes now linked to the text.","[1, 1, 6, 8, 8, 4, 7, 4, 7, 3, 4, 7, 9, 7, 5, 2, 8, 3, 6, 7, 4, 4, 2, 3, 5, 9, 3, 3, 8, 3, 3, 8, 9, 3, 6, 2, 3, 4]",189,"[0, 0, 2, 2, 2, 0, 2, 0, 2, 1, 0, 2, 3, 3, 1, 1, 2, 1, 2, 0, 0, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 4, 2, 1, 1, 1, 1, 1]",51,0.2375,17,1,1,1
"The 1997 Project Gutenberg Edition Table of Contents for Ebooks 890-895 HTML file in the LATIN-1 character set, but the first five volumes do not have footnotes.","[3, 4, 7, 9, 7, 5, 2, 8, 3, 6, 7, 4, 4, 2, 3, 7, 9, 3, 3, 3, 5, 4, 7, 2, 3, 4, 9]",133,"[1, 0, 2, 3, 3, 1, 1, 2, 1, 2, 0, 0, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",36,0.25,2,1,1,1
"There are two Project Gutenberg sets produced by David Reed of the complete ""History Of The Decline And Fall Of The Roman Empire"" by Edward Gibbon: the 1996 ASCII text only edition (PG #731-736) has the advantage of including all the foonotes by Gibbin and others; the 1997 edition (PG #890-895)in the Latin-1 character set was provided at that time only in html format and footnotes were not included in the first five volumes of this set.","[5, 3, 3, 7, 9, 4, 8, 2, 5, 4, 2, 3, 8, 7, 2, 3, 7, 3, 4, 2, 3, 5, 6, 2, 6, 6, 3, 4, 5, 4, 4, 7, 2, 7, 3, 3, 9, 2, 9, 3, 3, 8, 2, 6, 3, 6, 3, 4, 7, 2, 7, 2, 3, 7, 9, 3, 3, 8, 2, 4, 4, 4, 2, 4, 6, 3, 9, 4, 3, 8, 2, 3, 5, 4, 7, 2, 4, 3]",353,"[1, 1, 1, 2, 3, 1, 2, 1, 2, 0, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 0, 2, 1, 2, 3, 0, 0, 1, 1, 3, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 0, 3, 0, 0, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",105,0.0875,7,2,2,2
Both of these sets have been recently completely reproofed with correction of several thousand errors.,"[4, 2, 5, 4, 4, 4, 8, 10, 9, 4, 10, 2, 7, 8, 6]",87,"[1, 1, 1, 1, 1, 1, 3, 4, 2, 1, 3, 1, 3, 2, 2]",27,0.05,19,0,0,3
An html and text format have been provided for both sets.,"[2, 4, 3, 4, 6, 4, 4, 8, 3, 4, 4]",46,"[1, 0, 1, 1, 2, 1, 1, 2, 1, 1, 1]",12,0.0,16,0,0,3
The HTML version of the earlier set has approximately 6000 linked footnotes.,"[3, 4, 7, 2, 3, 7, 3, 3, 13, 4, 6, 9]",64,"[1, 0, 2, 1, 1, 4, 1, 1, 6, 0, 1, 2]",20,-0.2,9,0,0,3
Over 1000 linked footnotes were prepared for the last volume of the latter set in this updated edition.,"[4, 4, 6, 9, 4, 8, 3, 3, 4, 6, 2, 3, 6, 3, 2, 4, 7, 7]",85,"[2, 0, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 3]",25,0.0,4,0,0,3
"Consideration was given to combining these two sets into one, however there are advantages and disadvantages to each and it was decided to keep both.","[13, 3, 5, 2, 9, 5, 3, 4, 4, 3, 7, 5, 3, 10, 3, 13, 2, 4, 3, 2, 3, 7, 2, 4, 4]",123,"[5, 1, 2, 1, 3, 1, 1, 1, 2, 1, 3, 1, 1, 3, 1, 4, 1, 2, 1, 1, 1, 2, 1, 1, 1]",42,0.0,5,2,2,3
