0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
     A DOLL'S HOUSE  by Henrik Ibsen     DRAMATIS PERSONAE       Torvald Helmer.,"[1, 4, 2, 5, 2, 6, 5, 8, 8, 7, 6]",54,"[1, 1, 0, 1, 1, 2, 2, 3, 2, 2, 2]",17,0.0,1,2,2,1
"Nora, his wife.","[4, 3, 4]",11,"[2, 1, 1]",4,0.0,17,0,0,3
Doctor Rank.,"[6, 4]",10,"[2, 1]",3,-0.8,2,0,0,0
Mrs. Linde.,"[3, 5]",8,"[0, 1]",1,0.0,0,0,0,3
Nils Krogstad.,"[4, 8]",12,"[1, 2]",3,0.0,0,0,0,3
Helmer's three young children.,"[6, 2, 5, 5, 8]",26,"[2, 0, 1, 1, 2]",6,0.1,3,0,0,3
"Anne, their nurse.","[4, 5, 5]",14,"[1, 1, 1]",3,0.0,17,0,0,3
A Housemaid.,"[1, 9]",10,"[1, 3]",4,0.0,17,0,0,3
A Porter.,"[1, 6]",7,"[1, 2]",3,0.0,0,0,0,3
(The action takes place in Helmer's house.),"[3, 6, 5, 5, 2, 6, 2, 5]",34,"[1, 2, 1, 1, 1, 2, 0, 1]",9,0.1,3,2,2,1
"A DOLL'S HOUSE     ACT I  (SCENE.--A room furnished comfortably and tastefully, but not extravagantly.","[1, 4, 2, 5, 3, 1, 5, 1, 4, 9, 11, 3, 10, 3, 3, 13]",78,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 2, 4, 1, 4, 1, 1, 5]",26,0.4,7,2,2,2
"At the back, a door to the right leads to the entrance-hall, another to the left leads to Helmer's study.","[2, 3, 4, 1, 4, 2, 3, 5, 5, 2, 3, 13, 7, 2, 3, 4, 5, 2, 6, 2, 5]",83,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 3, 1, 1, 1, 2, 1, 2, 0, 2]",29,0.0952380952381,12,1,1,4
Between the doors stands a piano.,"[7, 3, 5, 6, 1, 5]",27,"[2, 1, 1, 1, 1, 3]",9,0.0,3,0,0,3
"In the middle of the left-hand wall is a door, and beyond it a window.","[2, 3, 6, 2, 3, 9, 4, 2, 1, 4, 3, 6, 2, 1, 6]",54,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",17,0.0,1,2,2,1
"Near the window are a round table, arm-chairs and a small sofa.","[4, 3, 6, 3, 1, 5, 5, 10, 3, 1, 5, 4]",50,"[2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2]",16,-0.116666666667,9,2,2,1
"In the right-hand wall, at the farther end, another door; and on the same side, nearer the footlights, a stove, two easy chairs and a rocking-chair; between the stove and the door, a small table.","[2, 3, 10, 4, 2, 3, 7, 3, 7, 4, 3, 2, 3, 4, 4, 6, 3, 10, 1, 5, 3, 4, 6, 3, 1, 13, 7, 3, 5, 3, 3, 4, 1, 5, 5]",152,"[1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 3, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1]",47,0.0611111111111,15,1,1,4
Engravings on the walls; a cabinet with china and other small objects; a small book-case with well-bound books.,"[10, 2, 3, 5, 1, 7, 4, 5, 3, 5, 5, 7, 1, 5, 9, 4, 10, 5]",91,"[3, 1, 1, 1, 1, 3, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1]",27,-0.208333333333,12,1,1,4
"The floors are carpeted, and a fire burns in the stove.","[3, 6, 3, 8, 3, 1, 4, 5, 2, 3, 5]",43,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",12,0.0,9,2,2,1
It is winter.,"[2, 2, 6]",10,"[1, 1, 2]",4,0.0,17,0,0,3
A bell rings in the hall; shortly afterwards the door is heard to open.,"[1, 4, 5, 2, 3, 4, 7, 10, 3, 4, 2, 5, 2, 4]",56,"[1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 1, 2]",19,0.0,1,2,2,1
"Enter NORA, humming a tune and in high spirits.","[5, 4, 7, 1, 4, 3, 2, 4, 7]",37,"[2, 2, 2, 1, 1, 1, 1, 1, 2]",13,0.16,19,2,2,1
She is in outdoor dress and carries a number of parcels; these she lays on the table to the right.,"[3, 2, 2, 7, 5, 3, 7, 1, 6, 2, 7, 5, 3, 4, 2, 3, 5, 2, 3, 5]",77,"[0, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1]",22,0.285714285714,7,2,2,1
"She leaves the outer door open after her, and through it is seen a PORTER who is carrying a Christmas Tree and a basket, which he gives to the MAID who has opened the door.)","[3, 6, 3, 5, 4, 4, 5, 3, 3, 7, 2, 2, 4, 1, 6, 3, 2, 8, 1, 9, 4, 3, 1, 6, 5, 2, 5, 2, 3, 4, 3, 3, 6, 3, 4]",135,"[0, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",43,0.0,4,1,1,4
Nora.,[4],4,[2],2,0.0,0,0,0,3
"Hide the Christmas Tree carefully, Helen.","[4, 3, 9, 4, 9, 5]",34,"[1, 1, 2, 1, 4, 2]",11,-0.1,3,2,2,1
