0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"        LEVIATHAN  By Thomas Hobbes  1651   LEVIATHAN OR THE MATTER, FORME, & POWER OF A COMMON-WEALTH ECCLESIASTICAL AND CIVILL  Thomas Hobbes of Malmesbury   Printed for Andrew Crooke, at the Green Dragon in St. Paul's Churchyard, 1651.","[9, 2, 6, 6, 4, 9, 2, 3, 6, 5, 5, 2, 1, 13, 14, 3, 6, 6, 6, 2, 10, 7, 3, 6, 6, 2, 3, 5, 6, 2, 2, 4, 2, 10, 4]",182,"[4, 1, 2, 1, 0, 4, 1, 1, 2, 1, 2, 1, 1, 4, 6, 1, 2, 2, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 2, 1, 0, 1, 0, 3, 0]",57,-0.2,17,0,0,3
"TRANSCRIBER'S NOTES ON THE E-TEXT:  This E-text was prepared from the Pelican Classics edition of Leviathan, which in turn was prepared from the first edition.","[11, 2, 5, 2, 3, 6, 4, 6, 3, 8, 4, 3, 7, 8, 7, 2, 9, 5, 2, 4, 3, 8, 4, 3, 5, 7]",131,"[3, 0, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 3, 2, 3, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 3]",41,0.25,16,2,2,4
"I have tried to follow as closely as possible the original, and to give the flavour of the text that Hobbes himself proof-read, but the following differences were unavoidable.","[1, 4, 5, 2, 6, 2, 7, 2, 8, 3, 8, 3, 2, 4, 3, 7, 2, 3, 4, 4, 6, 7, 10, 3, 3, 9, 11, 4, 11]",144,"[1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3, 3, 1, 4]",47,0.125,10,0,0,3
"Hobbes used capitals and italics very extensively, for emphasis, for proper names, for quotations, and sometimes, it seems, just because.","[6, 4, 8, 3, 7, 4, 11, 3, 8, 3, 6, 5, 3, 10, 3, 9, 2, 5, 4, 7]",111,"[1, 1, 3, 1, 3, 2, 5, 1, 3, 1, 2, 1, 1, 3, 1, 3, 1, 1, 1, 2]",37,0.0,19,0,0,1
"The original has very extensive margin notes, which are used to show where he introduces the definitions of words and concepts, to give in short the subject that a paragraph or section is dealing with, and to give references to his quotations, largely but not exclusively biblical.","[3, 8, 3, 4, 9, 6, 5, 5, 3, 4, 2, 4, 5, 2, 10, 3, 11, 2, 5, 3, 8, 2, 4, 2, 5, 3, 7, 4, 1, 9, 2, 7, 2, 7, 4, 3, 2, 4, 10, 2, 3, 10, 7, 3, 3, 11, 8]",230,"[1, 4, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 3, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 1, 5, 3]",78,0.0845238095238,1,1,1,3
"To some degree, these margin notes seem to have been intended to serve in place of an index, the original having none.","[2, 4, 6, 5, 6, 5, 4, 2, 4, 4, 8, 2, 5, 2, 5, 2, 2, 5, 3, 8, 6, 4]",94,"[1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 4, 2, 1]",30,0.375,16,2,2,4
They are all in italics.,"[4, 3, 3, 2, 7]",19,"[1, 1, 1, 1, 3]",7,0.0,2,0,0,1
"He also used italics for words in other languages than English, and there are a number of Greek words, in the Greek alphabet, in the text.","[2, 4, 4, 7, 3, 5, 2, 5, 9, 4, 7, 3, 5, 3, 1, 6, 2, 5, 5, 2, 3, 5, 8, 2, 3, 4]",109,"[1, 2, 1, 3, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",35,-0.03125,19,0,0,1
"To deal with these within the limits of plain vanilla ASCII, I have done the following in this E-text.","[2, 4, 4, 5, 6, 3, 6, 2, 5, 7, 5, 1, 4, 4, 3, 9, 2, 4, 6]",82,"[1, 2, 1, 1, 2, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 3, 1, 1, 2]",28,-0.107142857143,7,0,0,1
"I have restricted my use of full capitalization to those places where Hobbes used it, except in the chapter headings, which I have fully capitalized, where Hobbes used a mixture of full capitalization and italics.","[1, 4, 10, 2, 3, 2, 4, 14, 2, 5, 6, 5, 6, 4, 2, 6, 2, 3, 7, 8, 5, 1, 4, 5, 11, 5, 6, 4, 1, 7, 2, 4, 14, 3, 7]",175,"[1, 1, 2, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 2, 4, 1, 1, 1, 1, 2, 1, 1, 6, 1, 3]",57,0.35,15,2,2,4
