four,1
Does,0
hanging,2
ringlets,2
spunk-covered,3
conjure,2
looking,2
granting,2
eligible,3
rupture,2
unseating,4
scold,1
inwards,2
dissolution,4
sinking,2
powders,2
tantalizing,4
leisurely,4
screaming,3
tribades,2
disturb,2
internally,4
scholar,2
solid,2
persisted,2
woods,1
shouting,2
succession,3
tired,1
punning,2
stiffens,2
elegant,3
second,2
consenting,3
prosody,3
inanimate,4
relieving,4
thunder,2
cooking,2
contributed,3
fingers,2
College,2
increasing,4
inducement,4
cull,1
culo,2
interrupting,4
here,1
reported,2
hers,1
shriek,2
chink,1
conversational,5
substance,2
grimacing,3
couplings,2
natures,2
military,4
appropriately,6
projection,3
secluded,2
explained,2
precincts,2
lengthen,2
replace,2
brought,1
dearie,3
stern,1
Wales,1
spoke,1
panoply,3
music,2
therefore,3
strike,1
until,2
females,2
holy,2
relax,2
successful,3
brings,1
hurt,1
glass,1
tying,1
contemplation,4
hole,1
hold,1
circumstances,3
Maddened,2
locked,1
pursue,1
accomplishment,4
plunged,1
straddle,1
cajoled,2
ornee,2
example,2
misfortunes,3
wane,1
unjust,2
household,3
caution,2
Holding,2
half-an-inch,3
absolute,3
well-armed,2
hog,1
poverty,3
complaining,3
dimple,1
travel,2
feature,3
machine,2
how,1
hot,1
hesitatingly,5
preferable,3
A,1
beauty,3
swing,1
forefingers,4
wrong,1
destined,2
twined,1
reddens,2
matter-of-fact,4
calves,1
Hoping,2
effective,3
endeavoured,4
youths,1
presiding,3
sickening,3
wink,1
Another,3
wing,1
wind,1
wine,1
restriction,3
snugly,2
welcomed,2
dreamed,2
concurrence,3
vary,2
rewarded,2
Recruited,2
wrought,1
admirably,4
His,1
lovingly,3
fit,1
unforeseen,4
heretofore,4
fix,1
anticipations,5
hidden,2
admirable,3
easier,4
slate,1
MRS,0
effects,2
interrupt,3
uttering,3
gallop,2
acme,1
whacking,2
softens,2
addicted,2
blushed,1
preceded,2
whim,1
series,2
Eliza,3
contracting,3
danseuse,2
fortnight,2
knitting,2
allay,2
whip,1
borne,1
misfortune,3
drove,1
recognising,4
indiscretion,4
excepting,3
encourage,3
adapt,2
Curiosity,4
descanted,2
agonising,4
assured,2
University,5
