0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"      BEYOND GOOD AND EVIL  By Friedrich Nietzsche   Translated by Helen Zimmern    TRANSCRIBER'S NOTE ABOUT THIS E-TEXT EDITION:  The following is a reprint of the Helen Zimmern translation from German into English of ""Beyond Good and Evil,"" as published in The Complete Works of Friedrich Nietzsche (1909-1913).","[6, 4, 3, 4, 2, 9, 9, 10, 2, 5, 7, 11, 2, 4, 5, 4, 6, 7, 3, 9, 2, 1, 7, 2, 3, 5, 7, 11, 4, 6, 4, 7, 2, 6, 4, 3, 4, 2, 9, 2, 3, 8, 5, 2, 9, 9, 9]",248,"[1, 1, 1, 2, 1, 3, 2, 2, 1, 2, 2, 3, 0, 1, 2, 1, 2, 3, 1, 3, 1, 1, 2, 1, 1, 2, 2, 3, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 3, 2, 0]",74,-0.0625,1,0,0,0
Some adaptations from the original text were made to format it into an e-text.,"[4, 11, 4, 3, 8, 4, 4, 4, 2, 6, 2, 4, 2, 6]",64,"[1, 4, 1, 1, 4, 1, 1, 1, 1, 2, 1, 2, 1, 2]",23,0.375,7,2,2,2
"Italics in the original book are capitalized in this e-text, except for most foreign language phrases that were italicized.","[7, 2, 3, 8, 4, 3, 11, 2, 4, 6, 6, 3, 4, 7, 8, 7, 4, 4, 10]",103,"[3, 1, 1, 4, 1, 1, 4, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 4]",34,0.25,0,2,2,2
"Original footnotes are put in brackets ""[]"" at the points where they are cited in the text.","[8, 9, 3, 3, 2, 8, 2, 3, 6, 5, 4, 3, 5, 2, 3, 4]",70,"[4, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",21,0.375,7,2,2,2
Some spellings were altered.,"[4, 9, 4, 7]",24,"[1, 2, 1, 2]",6,0.0,2,0,0,1
"""To-day"" and ""To-morrow"" are spelled ""today"" and ""tomorrow.""","[6, 3, 9, 3, 7, 5, 3, 8]",44,"[2, 1, 3, 1, 1, 2, 1, 3]",14,0.0,18,0,0,1
"Some words containing the letters ""ise"" in the original text, such as ""idealise,"" had these letters changed to ""ize,"" such as ""idealize.""","[4, 5, 10, 3, 7, 3, 2, 3, 8, 4, 4, 2, 8, 3, 5, 7, 7, 2, 3, 4, 2, 8]",104,"[1, 1, 3, 1, 2, 1, 1, 1, 4, 1, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 4]",35,0.125,0,0,0,1
"""Sceptic"" was changed to ""skeptic.""","[7, 3, 7, 2, 7]",26,"[2, 1, 1, 1, 2]",7,0.0,2,0,0,1
TABLE OF CONTENTS      PREFACE     BEYOND GOOD AND EVIL      CHAPTER I:    PREJUDICES OF PHILOSOPHERS     CHAPTER II:   THE FREE SPIRIT     CHAPTER III:  THE RELIGIOUS MOOD     CHAPTER IV:   APOPHTHEGMS AND INTERLUDES     CHAPTER V:    THE NATURAL HISTORY OF MORALS     CHAPTER VI:   WE SCHOLARS     CHAPTER VII:  OUR VIRTUES     CHAPTER VIII: PEOPLES AND COUNTRIES     CHAPTER IX:   WHAT IS NOBLE?,"[5, 2, 8, 7, 6, 4, 3, 4, 7, 1, 10, 2, 12, 7, 2, 3, 4, 6, 7, 3, 3, 9, 4, 7, 2, 11, 3, 10, 7, 1, 3, 7, 7, 2, 6, 7, 2, 2, 8, 7, 3, 3, 7, 7, 4, 7, 3, 9, 7, 2, 4, 2, 5]",274,"[1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 3, 1, 4, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 1, 3, 1, 3, 2, 0, 1, 3, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1]",83,0.133333333333,4,1,1,0
FROM THE HEIGHTS (POEM TRANSLATED BY L.A. MAGNUS)     PREFACE   SUPPOSING that Truth is a woman--what then?,"[4, 3, 7, 4, 10, 2, 3, 6, 7, 9, 4, 5, 2, 1, 5, 4, 4]",80,"[1, 1, 1, 1, 2, 1, 1, 2, 2, 3, 1, 1, 1, 1, 2, 1, 1]",23,0.0,18,0,0,1
