0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     PRIDE AND PREJUDICE  By Jane Austen    Chapter 1   It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.","[5, 3, 9, 2, 4, 6, 7, 1, 2, 2, 1, 5, 11, 12, 4, 1, 6, 3, 2, 10, 2, 1, 4, 7, 4, 2, 2, 4, 2, 1, 4]",129,"[1, 1, 3, 1, 1, 2, 2, 0, 1, 1, 1, 1, 5, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",43,0.209523809524,14,2,2,0
"However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered the rightful property of some one or other of their daughters.","[7, 6, 5, 3, 8, 2, 5, 2, 4, 1, 3, 3, 2, 2, 3, 5, 8, 1, 13, 4, 5, 2, 2, 4, 5, 2, 3, 5, 2, 3, 11, 8, 4, 2, 2, 10, 3, 8, 8, 2, 4, 3, 2, 5, 2, 5, 9]",208,"[3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 2]",66,0.0075,0,0,0,0
"""My dear Mr. Bennet,"" said his lady to him one day, ""have you heard that Netherfield Park is let at last?""","[2, 4, 2, 6, 4, 3, 4, 2, 3, 3, 3, 4, 3, 5, 4, 11, 4, 2, 3, 2, 4]",78,"[1, 2, 0, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 1, 1]",27,0.0,19,1,1,1
Mr. Bennet replied that he had not.,"[2, 6, 7, 4, 2, 3, 3]",27,"[0, 2, 2, 1, 1, 1, 1]",8,0.0,9,1,1,1
"""But it is,"" returned she; ""for Mrs. Long has just been here, and she told me all about it.""","[3, 2, 2, 8, 3, 3, 3, 4, 3, 4, 4, 4, 3, 3, 4, 2, 3, 5, 2]",65,"[1, 1, 1, 2, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1]",18,-0.05,1,1,1,1
Mr. Bennet made no answer.,"[2, 6, 4, 2, 6]",20,"[0, 2, 1, 1, 2]",6,0.0,9,1,1,1
"""Do you not want to know who has taken it?""","[2, 3, 3, 4, 2, 4, 3, 3, 5, 2]",31,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",11,0.0,9,1,1,1
cried his wife impatiently.,"[5, 3, 4, 11]",23,"[1, 1, 1, 5]",8,-0.2,17,1,1,1
"""_You_ want to tell me, and I have no objection to hearing it.""","[3, 4, 2, 4, 2, 3, 1, 4, 2, 9, 2, 7, 2]",45,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1]",17,0.0,1,1,1,1
This was invitation enough.,"[4, 3, 10, 6]",23,"[1, 1, 4, 2]",8,0.0,9,1,1,1
"""Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it, that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.""","[3, 2, 4, 3, 4, 4, 3, 4, 4, 4, 11, 2, 5, 2, 1, 5, 3, 2, 5, 7, 4, 3, 5, 2, 7, 4, 2, 4, 4, 2, 6, 2, 1, 6, 3, 4, 2, 3, 3, 5, 3, 3, 2, 4, 9, 4, 2, 4, 2, 6, 4, 2, 6, 11, 4, 2, 2, 2, 4, 10, 6, 10, 3, 4, 2, 3, 8, 3, 2, 2, 2, 3, 5, 2, 3, 3, 2, 4, 4]",307,"[1, 1, 2, 1, 1, 1, 0, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 2, 6, 1, 1, 1, 1, 1, 3, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",98,0.134788359788,3,0,0,4
"""What is his name?""","[4, 2, 3, 4]",13,"[1, 1, 1, 1]",4,0.0,9,1,1,1
"""Bingley.""",[7],7,[2],2,0.0,9,1,1,1
"""Is he married or single?""","[2, 2, 7, 2, 6]",19,"[1, 1, 2, 1, 1]",6,0.0892857142857,9,1,1,1
"""Oh!",[2],2,[1],1,0.0,9,1,1,1
"Single, my dear, to be sure!","[6, 2, 4, 2, 2, 4]",20,"[1, 1, 2, 1, 1, 1]",7,0.276785714286,2,2,2,1
A single man of large fortune; four or five thousand a year.,"[1, 6, 3, 2, 5, 7, 4, 2, 4, 8, 1, 4]",47,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2]",15,0.0714285714286,1,1,1,1
"What a fine thing for our girls!""","[4, 1, 4, 5, 3, 3, 5]",25,"[1, 1, 1, 1, 1, 1, 1]",7,0.520833333333,12,2,2,2
"""How so?","[3, 2]",5,"[1, 1]",2,0.0,9,1,1,1
"How can it affect them?""","[3, 3, 2, 6, 4]",18,"[1, 1, 1, 2, 1]",6,0.0,9,1,1,1
"""My dear Mr. Bennet,"" replied his wife, ""how can you be so tiresome!","[2, 4, 2, 6, 7, 3, 4, 3, 3, 3, 2, 2, 8]",49,"[1, 2, 0, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3]",17,-0.625,6,1,1,3
"You must know that I am thinking of his marrying one of them.""","[3, 4, 4, 4, 1, 2, 8, 2, 3, 8, 3, 2, 4]",48,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1]",15,0.0,1,1,1,1
"""Is that his design in settling here?""","[2, 4, 3, 6, 2, 8, 4]",29,"[1, 1, 1, 2, 1, 2, 1]",9,0.0,9,1,1,1
"""Design!",[6],6,[2],2,0.0,9,1,1,1
"Nonsense, how can you talk so!","[8, 3, 3, 3, 4, 2]",23,"[2, 1, 1, 1, 1, 1]",7,0.0,9,1,1,1
"But it is very likely that he _may_ fall in love with one of them, and therefore you must visit him as soon as he comes.""","[3, 2, 2, 4, 6, 4, 2, 3, 4, 2, 4, 4, 3, 2, 4, 3, 9, 3, 4, 5, 3, 2, 4, 2, 2, 5]",91,"[1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1]",32,0.25,16,2,2,2
"""I see no occasion for that.","[1, 3, 2, 8, 3, 4]",21,"[1, 1, 1, 3, 1, 1]",8,0.0,9,1,1,1
"You and the girls may go, or you may send them by themselves, which perhaps will be still better, for as you are as handsome as any of them, Mr. Bingley may like you the best of the party.""","[3, 3, 3, 5, 3, 2, 2, 3, 3, 4, 4, 2, 10, 5, 7, 4, 2, 5, 6, 3, 2, 3, 3, 2, 8, 2, 3, 2, 4, 2, 7, 3, 4, 3, 3, 4, 2, 3, 5]",144,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 0, 2, 1, 1, 1, 1, 1, 1, 1, 2]",45,0.666666666667,4,2,2,2
"""My dear, you flatter me.","[2, 4, 3, 7, 2]",18,"[1, 2, 1, 2, 1]",7,0.0,9,1,1,1
"I certainly _have_ had my share of beauty, but I do not pretend to be anything extraordinary now.","[1, 9, 4, 3, 2, 5, 2, 6, 3, 1, 2, 3, 7, 2, 2, 8, 13, 3]",76,"[1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 3, 5, 1]",29,0.27380952381,16,2,2,2
"When a woman has five grown-up daughters, she ought to give over thinking of her own beauty.""","[4, 1, 5, 3, 4, 8, 9, 3, 5, 2, 4, 4, 8, 2, 3, 3, 6]",74,"[1, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1, 2, 2, 1, 1, 1, 3]",23,0.6,12,2,2,2
"""In such cases, a woman has not often much beauty to think of.""","[2, 4, 5, 1, 5, 3, 3, 5, 4, 6, 2, 5, 2]",47,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 1]",17,0.1,1,1,1,1
