0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     LADY SUSAN  by Jane Austen     I   LADY SUSAN VERNON TO MR. VERNON   Langford, Dec.  MY DEAR BROTHER,--I can no longer refuse myself the pleasure of profiting by your kind invitation when we last parted of spending some weeks with you at Churchhill, and, therefore, if quite convenient to you and Mrs. Vernon to receive me at present, I shall hope within a few days to be introduced to a sister whom I have so long desired to be acquainted with.","[4, 5, 2, 4, 6, 1, 4, 5, 6, 2, 2, 6, 8, 3, 2, 4, 7, 1, 3, 2, 6, 6, 6, 3, 8, 2, 9, 2, 4, 4, 10, 4, 2, 4, 6, 2, 8, 4, 5, 4, 3, 2, 10, 3, 9, 2, 5, 10, 2, 3, 3, 3, 6, 2, 7, 2, 2, 7, 1, 5, 4, 6, 1, 3, 4, 2, 2, 10, 2, 1, 6, 4, 1, 4, 2, 4, 7, 2, 2, 10, 4]",344,"[2, 2, 1, 1, 2, 1, 2, 2, 2, 1, 0, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 3, 1, 3, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 4, 1, 1, 1, 0, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1]",115,0.141666666667,15,1,1,0
"My kind friends here are most affectionately urgent with me to prolong my stay, but their hospitable and cheerful dispositions lead them too much into society for my present situation and state of mind; and I impatiently look forward to the hour when I shall be admitted into your delightful retirement.","[2, 4, 7, 4, 3, 4, 14, 6, 4, 2, 2, 7, 2, 4, 3, 5, 10, 3, 8, 12, 4, 4, 3, 4, 4, 7, 3, 2, 7, 9, 3, 5, 2, 4, 3, 1, 11, 4, 7, 2, 3, 4, 4, 1, 5, 2, 8, 4, 4, 10, 10]",250,"[1, 1, 2, 1, 1, 1, 6, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 4, 2, 1, 1, 1, 2, 4, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 4]",85,0.357142857143,3,1,1,0
"I long to be made known to your dear little children, in whose hearts I shall be very eager to secure an interest I shall soon have need for all my fortitude, as I am on the point of separation from my own daughter.","[1, 4, 2, 2, 4, 5, 2, 4, 4, 6, 8, 2, 5, 6, 1, 5, 2, 4, 5, 2, 6, 2, 8, 1, 5, 4, 4, 4, 3, 3, 2, 9, 2, 1, 2, 2, 3, 5, 2, 10, 4, 2, 3, 8]",169,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 1, 1, 0, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2]",58,0.1925,1,1,1,2
"The long illness of her dear father prevented my paying her that attention which duty and affection equally dictated, and I have too much reason to fear that the governess to whose care I consigned her was unequal to the charge.","[3, 4, 7, 2, 3, 4, 6, 9, 2, 6, 3, 4, 9, 5, 4, 3, 9, 7, 8, 3, 1, 4, 3, 4, 6, 2, 4, 4, 3, 9, 2, 5, 4, 1, 9, 3, 3, 7, 2, 3, 6]",186,"[1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 3, 1, 2, 1, 3, 3, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1]",61,0.05,10,1,1,2
"I have therefore resolved on placing her at one of the best private schools in town, where I shall have an opportunity of leaving her myself in my way to you.","[1, 4, 9, 8, 2, 7, 3, 2, 3, 2, 3, 4, 7, 7, 2, 4, 5, 1, 5, 4, 2, 11, 2, 7, 3, 6, 2, 2, 3, 2, 3]",126,"[1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1, 2, 1, 1, 1, 1, 1]",43,0.5,9,2,2,3
"I am determined, you see, not to be denied admittance at Churchhill.","[1, 2, 10, 3, 3, 3, 2, 2, 6, 10, 2, 10]",54,"[1, 1, 3, 1, 1, 1, 1, 1, 2, 3, 1, 2]",18,0.0,19,0,0,1
It would indeed give me most painful sensations to know that it were not in your power to receive me.,"[2, 5, 6, 4, 2, 4, 7, 10, 2, 4, 4, 2, 4, 3, 2, 4, 5, 2, 7, 2]",81,"[1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1]",25,-0.1,11,0,0,1
"Your most obliged and affectionate sister,  S. VERNON.","[4, 4, 7, 3, 12, 6, 1, 6]",43,"[1, 1, 2, 1, 4, 2, 0, 2]",13,0.5,4,2,2,3
II   LADY SUSAN VERNON TO MRS. JOHNSON   Langford.,"[2, 4, 5, 6, 2, 3, 7, 8]",37,"[1, 2, 2, 2, 1, 0, 2, 2]",12,0.0,14,0,0,1
"You were mistaken, my dear Alicia, in supposing me fixed at this place for the rest of the winter: it grieves me to say how greatly you were mistaken, for I have seldom spent three months more agreeably than those which have just flown away.","[3, 4, 8, 2, 4, 6, 2, 9, 2, 5, 2, 4, 5, 3, 3, 4, 2, 3, 6, 2, 7, 2, 2, 3, 3, 7, 3, 4, 8, 3, 1, 4, 6, 5, 5, 6, 4, 9, 4, 5, 5, 4, 4, 5, 4]",192,"[1, 1, 3, 1, 2, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2]",64,0.325,12,1,1,2
"At present, nothing goes smoothly; the females of the family are united against me.","[2, 7, 7, 4, 8, 3, 7, 2, 3, 6, 3, 6, 7, 2]",67,"[1, 2, 2, 0, 2, 1, 2, 1, 1, 3, 1, 2, 2, 1]",21,0.2,2,0,0,1
"You foretold how it would be when I first came to Langford, and Mainwaring is so uncommonly pleasing that I was not without apprehensions for myself.","[3, 8, 3, 2, 5, 2, 4, 1, 5, 4, 2, 8, 3, 10, 2, 2, 10, 8, 4, 1, 3, 3, 7, 13, 3, 6]",122,"[1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 4, 3, 1, 1, 1, 1, 2, 4, 1, 2]",41,0.525,9,2,2,3
"I remember saying to myself, as I drove to the house, ""I like this man, pray Heaven no harm come of it!""","[1, 8, 6, 2, 6, 2, 1, 5, 2, 3, 5, 1, 4, 4, 3, 4, 6, 2, 4, 4, 2, 2]",77,"[1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",27,0.0,11,0,0,1
"But I was determined to be discreet, to bear in mind my being only four months a widow, and to be as quiet as possible: and I have been so, my dear creature; I have admitted no one's attentions but Mainwaring's.","[3, 1, 3, 10, 2, 2, 8, 2, 4, 2, 4, 2, 5, 4, 4, 6, 1, 5, 3, 2, 2, 2, 5, 2, 8, 3, 1, 4, 4, 2, 2, 4, 8, 1, 4, 8, 2, 3, 2, 10, 3, 10, 2]",165,"[1, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 0, 3, 1, 3, 0]",57,0.0,10,1,1,2
"I have avoided all general flirtation whatever; I have distinguished no creature besides, of all the numbers resorting hither, except Sir James Martin, on whom I bestowed a little notice, in order to detach him from Miss Mainwaring; but, if the world could know my motive THERE they would honour me.","[1, 4, 7, 3, 7, 10, 8, 1, 4, 13, 2, 8, 7, 2, 3, 3, 7, 9, 6, 6, 3, 5, 6, 2, 4, 1, 8, 1, 6, 6, 2, 5, 2, 6, 3, 4, 4, 10, 3, 2, 3, 5, 5, 4, 2, 6, 5, 4, 5, 6, 2]",241,"[1, 1, 2, 1, 3, 3, 3, 1, 1, 3, 1, 3, 2, 1, 1, 1, 2, 3, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",77,-0.06875,10,1,1,0
