0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     THE REPUBLIC  By Plato   Translated by Benjamin Jowett   Note: The Republic by Plato, Jowett, etext #150     INTRODUCTION AND ANALYSIS.","[3, 8, 2, 5, 10, 2, 8, 6, 4, 3, 8, 2, 5, 6, 5, 3, 12, 3, 8]",103,"[1, 3, 1, 2, 2, 1, 3, 2, 1, 1, 3, 1, 2, 2, 2, 0, 4, 1, 4]",36,0.0,7,1,1,0
"The Republic of Plato is the longest of his works with the exception of the Laws, and is certainly the greatest of them.","[3, 8, 2, 5, 2, 3, 7, 2, 3, 5, 4, 3, 9, 2, 3, 4, 3, 2, 9, 3, 8, 2, 4]",96,"[1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1]",33,0.607142857143,0,0,0,3
"There are nearer approaches to modern metaphysics in the Philebus and in the Sophist; the Politicus or Statesman is more ideal; the form and institutions of the State are more clearly drawn out in the Laws; as works of art, the Symposium and the Protagoras are of higher excellence.","[5, 3, 6, 10, 2, 6, 11, 2, 3, 8, 3, 2, 3, 7, 3, 9, 2, 9, 2, 4, 5, 3, 4, 3, 12, 2, 3, 5, 3, 4, 7, 5, 3, 2, 3, 4, 2, 5, 2, 3, 3, 9, 3, 3, 10, 3, 2, 6, 10]",229,"[1, 1, 3, 2, 1, 2, 4, 1, 1, 3, 1, 1, 1, 2, 1, 4, 1, 3, 1, 1, 3, 1, 1, 1, 4, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 1, 1, 2, 3]",79,0.408333333333,11,2,2,1
"But no other Dialogue of Plato has the same largeness of view and the same perfection of style; no other shows an equal knowledge of the world, or contains more of those thoughts which are new as well as old, and not of one age only but of all.","[3, 2, 5, 8, 2, 5, 3, 3, 4, 9, 2, 4, 3, 3, 4, 10, 2, 5, 2, 5, 5, 2, 5, 9, 2, 3, 5, 2, 8, 4, 2, 5, 8, 5, 3, 3, 2, 4, 2, 3, 3, 3, 2, 3, 3, 4, 3, 2, 3]",192,"[1, 1, 2, 3, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",63,0.0957070707071,5,2,2,1
"Nowhere in Plato is there a deeper irony or a greater wealth of humour or imagery, or more dramatic power.","[7, 2, 5, 2, 5, 1, 6, 5, 2, 1, 7, 6, 2, 6, 2, 7, 2, 4, 8, 5]",85,"[2, 1, 2, 1, 1, 1, 2, 3, 1, 1, 3, 2, 1, 2, 1, 4, 1, 1, 3, 2]",35,0.188888888889,9,0,0,0
"Nor in any other of his writings is the attempt made to interweave life and speculation, or to connect politics with philosophy.","[3, 2, 3, 5, 2, 3, 8, 2, 3, 7, 4, 2, 10, 4, 3, 11, 2, 2, 7, 8, 4, 10]",105,"[1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 4, 1, 1, 2, 3, 1, 4]",38,-0.125,7,1,1,0
"The Republic is the centre around which the other Dialogues may be grouped; here philosophy reaches the highest point (cp, especially in Books V, VI, VII) to which ancient thinkers ever attained.","[3, 8, 2, 3, 6, 6, 5, 3, 5, 9, 3, 2, 7, 4, 10, 7, 3, 7, 5, 2, 10, 2, 5, 1, 2, 3, 2, 5, 7, 8, 4, 8]",157,"[1, 3, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1, 4, 2, 1, 2, 1, 0, 5, 1, 1, 0, 1, 1, 1, 1, 3, 2, 2, 2]",50,-0.0625,1,1,1,0
"Plato among the Greeks, like Bacon among the moderns, was the first who conceived a method of knowledge, although neither of them always distinguished the bare outline or form from the substance of truth; and both of them had to be content with an abstraction of science which was not yet realized.","[5, 5, 3, 6, 4, 5, 5, 3, 7, 3, 3, 5, 3, 9, 1, 6, 2, 9, 8, 7, 2, 4, 6, 13, 3, 4, 7, 2, 4, 4, 3, 9, 2, 5, 3, 4, 2, 4, 3, 2, 2, 7, 4, 2, 11, 2, 7, 5, 3, 3, 3, 8]",242,"[2, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 3]",73,0.15,6,2,2,1
"He was the greatest metaphysical genius whom the world has seen; and in him, more than in any other ancient thinker, the germs of future knowledge are contained.","[2, 3, 3, 8, 12, 6, 4, 3, 5, 3, 4, 3, 2, 3, 4, 4, 2, 3, 5, 7, 7, 3, 5, 2, 6, 9, 3, 9]",130,"[1, 1, 1, 3, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 1, 1, 1, 2, 2, 1, 2]",43,0.34375,19,0,0,3
"The sciences of logic and psychology, which have supplied so many instruments of thought to after-ages, are based upon the analyses of Socrates and Plato.","[3, 8, 2, 5, 3, 10, 5, 4, 8, 2, 4, 11, 2, 7, 2, 10, 3, 5, 4, 3, 8, 2, 8, 3, 5]",127,"[1, 2, 1, 2, 1, 4, 1, 1, 2, 1, 2, 3, 1, 1, 1, 3, 1, 1, 2, 1, 3, 1, 2, 1, 2]",41,0.5,19,0,0,3
