0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     MEMOIRS OF FANNY HILL  By John Cleland  _A new and genuine edition from the original text (London, 1749)._  PARIS - ISIDORE LISEUX  Of this Edition, privately printed, there are 350 numbered copies, of which this is number 111.","[7, 2, 5, 4, 2, 4, 7, 1, 3, 3, 7, 7, 4, 3, 8, 4, 6, 4, 5, 7, 6, 2, 4, 7, 9, 7, 5, 3, 3, 8, 6, 2, 5, 4, 2, 6, 3]",175,"[2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 4, 1, 2, 0, 2, 3, 2, 1, 1, 3, 4, 1, 1, 1, 0, 2, 2, 1, 1, 1, 1, 2, 0]",56,0.227840909091,13,2,2,4
LETTER THE FIRST  I sit down to give you an undeniable proof of my considering your desires as indispensable orders.,"[6, 3, 5, 1, 3, 4, 2, 4, 3, 2, 10, 5, 2, 2, 11, 4, 7, 2, 13, 6]",95,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 4, 1, 2, 1, 4, 2]",32,0.164814814815,10,0,0,4
"Ungracious then as the task may be, I shall recall to view those scandalous stages of my life, out of which I emerged, at length, to the enjoyment of every blessing in the power of love, health and fortune to bestow; whilst yet in the flower of youth, and not too late to employ the leisure afforded me by great ease and affluence, to cultivate an understanding, naturally not a despicable one, and which had, even amidst the whirl of loose pleasures I had been tossed in, exerted more observation on the characters and manners of the world than what is common to those of my unhappy profession, who, looking on all though or reflection as their capital enemy, keep it at as great a distance as they can, or destroy it without mercy.","[10, 4, 2, 3, 4, 3, 2, 1, 5, 6, 2, 4, 5, 10, 6, 2, 2, 4, 3, 2, 5, 1, 7, 2, 6, 2, 3, 9, 2, 5, 8, 2, 3, 5, 2, 4, 6, 3, 7, 2, 6, 6, 3, 2, 3, 6, 2, 5, 3, 3, 3, 4, 2, 6, 3, 7, 8, 2, 2, 5, 4, 3, 9, 2, 9, 2, 13, 9, 3, 1, 10, 3, 3, 5, 3, 4, 6, 3, 5, 2, 5, 9, 1, 3, 4, 6, 2, 7, 4, 11, 2, 3, 10, 3, 7, 2, 3, 5, 4, 4, 2, 6, 2, 5, 2, 2, 7, 10, 3, 7, 2, 3, 6, 2, 10, 2, 5, 7, 5, 4, 2, 2, 2, 5, 1, 8, 2, 4, 3, 2, 7, 2, 7, 5]",583,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 3, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 3, 1, 4, 4, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 1, 2, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2]",195,0.107307692308,9,1,1,0
"Hating, as I mortally do, all long unnecessary prefaces, I shall give you good quarter in this, and use no farther apology, than to prepare you for seeing the loose part of my life, written with the same liberty that I led it.","[6, 2, 1, 8, 2, 3, 4, 11, 8, 1, 5, 4, 3, 4, 7, 2, 4, 3, 3, 2, 7, 7, 4, 2, 7, 3, 3, 6, 3, 5, 4, 2, 2, 4, 7, 4, 3, 4, 7, 4, 1, 3, 2]",177,"[2, 1, 1, 3, 1, 1, 1, 5, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 0, 1]",59,0.0346153846154,8,0,0,1
Truth!,[5],5,[1],1,0.0,12,0,0,1
"stark, naked truth, is the word; and I will not so much as take the pains to bestow the strip of a gauze wrapper on it, but paint situations such as they actually rose to me in nature, careless of violating those laws of decency that were never made for such unreserved intimacies as ours; and you have too much sense, too much knowledge of the originals, to sniff prudishly and out of character at the pictures of them.","[5, 5, 5, 2, 3, 4, 3, 1, 4, 3, 2, 4, 2, 4, 3, 5, 2, 6, 3, 5, 2, 1, 5, 7, 2, 2, 3, 5, 10, 4, 2, 4, 8, 4, 2, 2, 2, 6, 8, 2, 9, 5, 4, 2, 7, 4, 4, 5, 4, 3, 4, 10, 10, 2, 4, 3, 3, 4, 3, 4, 5, 3, 4, 9, 2, 3, 9, 2, 5, 9, 3, 3, 2, 9, 2, 3, 8, 2, 4]",333,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 2, 3, 1, 3, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 3, 1, 1, 1, 3, 1, 1, 2, 1, 1]",107,0.0555555555556,19,1,1,2
"The greatest men, those of the first and most leading taste, will not scruple adorning their private closets with nudities, though, in compliance with vulgar prejudices, they may not think them decent decorations of the staircase, or salon.","[3, 8, 3, 5, 2, 3, 5, 3, 4, 7, 5, 4, 3, 7, 8, 5, 7, 7, 4, 8, 6, 2, 10, 4, 6, 10, 4, 3, 3, 5, 4, 6, 11, 2, 3, 9, 2, 5]",196,"[1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 2, 2, 1, 3, 1, 1, 3, 1, 2, 3, 1, 1, 1, 1, 1, 2, 4, 1, 1, 2, 1, 2]",59,0.202777777778,13,2,2,4
"This, and enough, premised, I go souse into my personal history.","[4, 3, 6, 8, 1, 2, 5, 4, 2, 8, 7]",50,"[1, 1, 2, 2, 1, 1, 1, 2, 1, 3, 3]",18,0.0,12,0,0,1
My maiden name was Frances Hill.,"[2, 6, 4, 3, 7, 4]",26,"[1, 2, 1, 1, 1, 1]",7,0.0,12,0,0,1
"I was born at a small village near Liverpool, in Lancashire, of parents extremely poor, and, I piously believe, extremely honest.","[1, 3, 4, 2, 1, 5, 7, 4, 9, 2, 10, 2, 7, 9, 4, 3, 1, 7, 7, 9, 6]",103,"[1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 3, 1, 2, 4, 1, 1, 1, 2, 3, 4, 2]",38,0.01,3,0,0,1
"My father, who had received a maim on his limbs, that disabled him from following the more laborious branches of country drudgery, got, by making nets, a scanty subsistence, which was not much enlarged by my mother's keeping a little day-school for the girls in her neighborhood.","[2, 6, 3, 3, 8, 1, 4, 2, 3, 5, 4, 8, 3, 4, 9, 3, 4, 9, 8, 2, 7, 8, 3, 2, 6, 4, 1, 6, 11, 5, 3, 3, 4, 8, 2, 2, 6, 2, 7, 1, 6, 10, 3, 3, 5, 2, 3, 12]",226,"[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 3, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 2, 0, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3]",67,0.0025,8,0,0,1
"They had had several children; but none lived to any age except myself, who had received from nature a constitution perfectly healthy.","[4, 3, 3, 7, 8, 3, 4, 5, 2, 3, 3, 6, 6, 3, 3, 8, 4, 6, 1, 12, 9, 7]",110,"[1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 4, 3, 3]",37,0.25,10,2,2,4
"My education, till past fourteen, was no better than very vulgar: reading, or rather spelling, an illegible scrawl, and a little ordinary plain work, composed the whole system of it; and then all my foundation in virtue was no other than a total ignorance of vice, and the shy timidity general to our sex, in the tender age of life, when objects alarm or frighten more by their novelty than anything else.","[2, 9, 4, 4, 8, 3, 2, 6, 4, 4, 6, 7, 2, 6, 8, 2, 9, 6, 3, 1, 6, 8, 5, 4, 8, 3, 5, 6, 2, 2, 3, 4, 3, 2, 10, 2, 6, 3, 2, 5, 4, 1, 5, 9, 2, 4, 3, 3, 3, 8, 7, 2, 3, 3, 2, 3, 6, 3, 2, 4, 4, 7, 5, 2, 8, 4, 2, 5, 7, 4, 8, 4]",322,"[1, 4, 1, 1, 2, 1, 1, 2, 1, 2, 2, 3, 1, 2, 2, 1, 3, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 4, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 3, 1, 3, 1]",109,-0.145773809524,6,0,0,2
