0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
 Special thanks are due to Sharon Partridge for extensive proofreading and correction of this etext.,"[7, 6, 3, 3, 2, 6, 9, 3, 9, 12, 3, 10, 2, 4, 5]",84,"[3, 1, 1, 0, 1, 2, 2, 1, 3, 4, 1, 3, 1, 1, 2]",26,0.108035714286,19,1,1,2
SENSE AND SENSIBILITY  by Jane Austen  (1811)     CHAPTER 1   The family of Dashwood had long been settled in Sussex.,"[5, 3, 11, 2, 4, 6, 4, 7, 1, 3, 6, 2, 8, 3, 4, 4, 7, 2, 6]",88,"[1, 1, 5, 1, 1, 2, 0, 2, 0, 1, 3, 1, 2, 1, 1, 1, 1, 1, 2]",27,-0.05,19,1,1,2
"Their estate was large, and their residence was at Norland Park, in the centre of their property, where, for many generations, they had lived in so respectable a manner as to engage the general good opinion of their surrounding acquaintance.","[5, 6, 3, 5, 3, 5, 9, 3, 2, 7, 4, 2, 3, 6, 2, 5, 8, 5, 3, 4, 11, 4, 3, 5, 2, 2, 11, 1, 6, 2, 2, 6, 3, 7, 4, 7, 2, 5, 11, 12]",196,"[1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 4, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 3, 1, 3, 1, 1, 3, 3]",62,0.392857142857,9,0,0,3
"The late owner of this estate was a single man, who lived to a very advanced age, and who for many years of his life, had a constant companion and housekeeper in his sister.","[3, 4, 5, 2, 4, 6, 3, 1, 6, 3, 3, 5, 2, 1, 4, 8, 3, 3, 3, 3, 4, 5, 2, 3, 4, 3, 1, 8, 9, 3, 11, 2, 3, 6]",136,"[1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 3, 1, 4, 1, 1, 2]",47,0.129714285714,14,1,1,3
"But her death, which happened ten years before his own, produced a great alteration in his home; for to supply her loss, he invited and received into his house the family of his nephew Mr. Henry Dashwood, the legal inheritor of the Norland estate, and the person to whom he intended to bequeath it.","[3, 3, 5, 5, 8, 3, 5, 6, 3, 3, 8, 1, 5, 10, 2, 3, 4, 3, 2, 6, 3, 4, 2, 7, 3, 8, 4, 3, 5, 3, 6, 2, 3, 6, 2, 5, 8, 3, 5, 9, 2, 3, 7, 6, 3, 3, 6, 2, 4, 2, 8, 2, 8, 2]",237,"[1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 3, 1, 1, 2, 0, 2, 2, 1, 2, 4, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1]",81,0.4,9,0,0,3
"In the society of his nephew and niece, and their children, the old Gentleman's days were comfortably spent.","[2, 3, 7, 2, 3, 6, 3, 5, 3, 5, 8, 3, 3, 9, 2, 4, 4, 11, 5]",88,"[1, 1, 4, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 3, 0, 1, 1, 4, 1]",29,0.0,19,1,1,2
His attachment to them all increased.,"[3, 10, 2, 4, 3, 9]",31,"[1, 3, 1, 1, 1, 3]",10,0.0,3,1,1,2
"The constant attention of Mr. and Mrs. Henry Dashwood to his wishes, which proceeded not merely from interest, but from goodness of heart, gave him every degree of solid comfort which his age could receive; and the cheerfulness of the children added a relish to his existence.","[3, 8, 9, 2, 2, 3, 3, 5, 8, 2, 3, 6, 5, 9, 3, 6, 4, 8, 3, 4, 8, 2, 5, 4, 3, 5, 6, 2, 5, 7, 5, 3, 3, 5, 7, 3, 3, 12, 2, 3, 8, 5, 1, 6, 2, 3, 9]",223,"[1, 2, 3, 1, 0, 1, 0, 2, 2, 1, 1, 1, 1, 2, 1, 3, 1, 3, 1, 1, 2, 1, 2, 1, 1, 3, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 3]",69,0.0833333333333,5,0,0,3
"By a former marriage, Mr. Henry Dashwood had one son: by his present lady, three daughters.","[2, 1, 6, 8, 2, 5, 8, 3, 3, 3, 2, 3, 7, 4, 5, 9]",71,"[1, 1, 2, 3, 0, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2]",23,0.0,19,1,1,2
"The son, a steady respectable young man, was amply provided for by the fortune of his mother, which had been large, and half of which devolved on him on his coming of age.","[3, 3, 1, 6, 11, 5, 3, 3, 5, 8, 3, 2, 3, 7, 2, 3, 6, 5, 3, 4, 5, 3, 4, 2, 5, 8, 2, 3, 2, 3, 6, 2, 3]",134,"[1, 1, 1, 3, 3, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",43,0.162857142857,11,2,2,3
"By his own marriage, likewise, which happened soon afterwards, he added to his wealth.","[2, 3, 3, 8, 8, 5, 8, 4, 10, 2, 5, 2, 3, 6]",69,"[1, 1, 1, 3, 3, 1, 2, 1, 3, 1, 1, 1, 1, 2]",22,0.6,7,2,2,1
"To him therefore the succession to the Norland estate was not so really important as to his sisters; for their fortune, independent of what might arise to them from their father's inheriting that property, could be but small.","[2, 3, 9, 3, 10, 2, 3, 7, 6, 3, 3, 2, 6, 9, 2, 2, 3, 7, 3, 5, 7, 11, 2, 4, 5, 5, 2, 4, 4, 5, 6, 2, 10, 4, 8, 5, 2, 3, 5]",184,"[1, 1, 3, 1, 3, 1, 1, 2, 2, 1, 1, 1, 3, 3, 1, 1, 1, 2, 1, 1, 2, 4, 1, 1, 1, 2, 1, 1, 1, 1, 2, 0, 4, 1, 3, 1, 1, 1, 1]",60,0.05,14,0,0,3
"Their mother had nothing, and their father only seven thousand pounds in his own disposal; for the remaining moiety of his first wife's fortune was also secured to her child, and he had only a life-interest in it.","[5, 6, 3, 7, 3, 5, 6, 4, 5, 8, 6, 2, 3, 3, 8, 3, 3, 9, 6, 2, 3, 5, 4, 2, 7, 3, 4, 7, 2, 3, 5, 3, 2, 3, 4, 1, 13, 2, 2]",172,"[1, 2, 1, 2, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 1, 1, 1, 0, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 5, 1, 1]",58,0.2125,14,0,0,3
"The old gentleman died: his will was read, and like almost every other will, gave as much disappointment as pleasure.","[3, 3, 9, 4, 3, 4, 3, 4, 3, 4, 6, 5, 5, 4, 4, 2, 4, 14, 2, 8]",94,"[1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 3, 2, 1, 1, 1, 1, 4, 1, 3]",32,-0.208333333333,15,1,1,0
"He was neither so unjust, nor so ungrateful, as to leave his estate from his nephew;--but he left it to him on such terms as destroyed half the value of the bequest.","[2, 3, 7, 2, 6, 3, 2, 10, 2, 2, 5, 3, 6, 4, 3, 6, 3, 2, 4, 2, 2, 3, 2, 4, 5, 2, 9, 4, 3, 5, 2, 3, 7]",128,"[1, 1, 2, 1, 2, 1, 1, 4, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",42,-0.0555555555556,1,1,1,3
"Mr. Dashwood had wished for it more for the sake of his wife and daughters than for himself or his son;--but to his son, and his son's son, a child of four years old, it was secured, in such a way, as to leave to himself no power of providing for those who were most dear to him, and who most needed a provision by any charge on the estate, or by any sale of its valuable woods.","[2, 8, 3, 6, 3, 2, 4, 3, 3, 4, 2, 3, 4, 3, 9, 4, 3, 7, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 1, 5, 2, 4, 5, 3, 2, 3, 7, 2, 4, 1, 3, 2, 2, 5, 2, 7, 2, 5, 2, 9, 3, 5, 3, 4, 4, 4, 2, 3, 3, 3, 4, 6, 1, 9, 2, 3, 6, 2, 3, 6, 2, 2, 3, 4, 2, 3, 8, 5]",289,"[0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1]",95,0.32,2,0,0,4
"The whole was tied up for the benefit of this child, who, in occasional visits with his father and mother at Norland, had so far gained on the affections of his uncle, by such attractions as are by no means unusual in children of two or three years old; an imperfect articulation, an earnest desire of having his own way, many cunning tricks, and a great deal of noise, as to outweigh all the value of all the attention which, for years, he had received from his niece and her daughters.","[3, 5, 3, 4, 2, 3, 3, 7, 2, 4, 5, 3, 2, 10, 6, 4, 3, 6, 3, 6, 2, 7, 3, 2, 3, 6, 2, 3, 10, 2, 3, 5, 2, 4, 11, 2, 3, 2, 2, 5, 7, 2, 8, 2, 3, 2, 5, 5, 3, 2, 9, 12, 2, 7, 6, 2, 6, 3, 3, 3, 4, 7, 6, 3, 1, 5, 4, 2, 5, 2, 2, 8, 3, 3, 5, 2, 3, 3, 9, 5, 3, 5, 2, 3, 8, 4, 3, 5, 3, 3, 9]",385,"[1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 4, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 5, 1, 3, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2]",130,0.25,13,0,0,4
"He meant not to be unkind, however, and, as a mark of his affection for the three girls, he left them a thousand pounds a-piece.","[2, 5, 3, 2, 2, 6, 7, 3, 2, 1, 4, 2, 3, 9, 3, 3, 5, 5, 2, 4, 4, 1, 8, 6, 7]",99,"[1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3]",34,0.0,1,1,1,2
"Mr. Dashwood's disappointment was, at first, severe; but his temper was cheerful and sanguine; and he might reasonably hope to live many years, and by living economically, lay by a considerable sum from the produce of an estate already large, and capable of almost immediate improvement.","[2, 8, 2, 14, 3, 2, 5, 6, 3, 3, 6, 3, 8, 3, 8, 3, 2, 5, 10, 4, 2, 4, 4, 5, 3, 2, 6, 12, 3, 2, 1, 12, 3, 4, 3, 7, 2, 2, 6, 7, 5, 3, 7, 2, 6, 9, 11]",233,"[0, 2, 0, 4, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 5, 1, 1, 1, 2, 2, 1, 1, 2, 6, 1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 2, 4, 1, 1, 2, 1, 2, 4, 4]",81,0.170064935065,9,0,0,3
