0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
    Copyright (C) 2002 David Wyllie.,"[9, 1, 4, 5, 6]",25,"[3, 0, 0, 2, 2]",7,0.0,8,0,0,1
"Metamorphosis   Franz Kafka  Translated by David Wyllie    I   One morning, when Gregor Samsa woke from troubled dreams, he found himself transformed in his bed into a horrible vermin.","[13, 5, 5, 10, 2, 5, 6, 1, 3, 7, 4, 6, 5, 4, 4, 8, 6, 2, 5, 7, 11, 2, 3, 3, 4, 1, 8, 6]",146,"[5, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 0, 2, 1, 2, 2]",44,-0.75,9,0,0,4
"He lay on his armour-like back, and if he lifted his head a little he could see his brown belly, slightly domed and divided by arches into stiff sections.","[2, 3, 2, 3, 11, 4, 3, 2, 2, 6, 3, 4, 1, 6, 2, 5, 3, 3, 5, 5, 8, 5, 3, 7, 2, 6, 4, 5, 8]",123,"[1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2]",37,-0.142113095238,3,0,0,0
The bedding was hardly able to cover it and seemed ready to slide off any moment.,"[3, 7, 3, 6, 4, 2, 5, 2, 3, 6, 5, 2, 5, 3, 3, 6]",65,"[1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 2, 2]",23,0.35,13,2,2,2
"His many legs, pitifully thin compared with the size of the rest of him, waved about helplessly as he looked.","[3, 4, 4, 9, 4, 8, 4, 3, 4, 2, 3, 4, 2, 3, 5, 5, 10, 2, 2, 6]",87,"[1, 2, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1]",28,0.05,1,0,0,1
"""What's happened to me?""","[4, 2, 8, 2, 2]",18,"[1, 0, 2, 1, 1]",5,0.0,8,0,0,1
he thought.,"[2, 7]",9,"[1, 1]",2,0.0,8,0,0,1
It wasn't a dream.,"[2, 3, 3, 1, 5]",14,"[1, 1, 0, 1, 2]",5,0.0,8,0,0,1
"His room, a proper human room although a little too small, lay peacefully between its four familiar walls.","[3, 4, 1, 6, 5, 4, 8, 1, 6, 3, 5, 3, 10, 7, 3, 4, 8, 5]",86,"[1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 5, 2, 1, 1, 4, 1]",29,0.03125,1,0,0,1
"A collection of textile samples lay spread out on the table - Samsa was a travelling salesman - and above it there hung a picture that he had recently cut out of an illustrated magazine and housed in a nice, gilded frame.","[1, 10, 2, 7, 7, 3, 6, 3, 2, 3, 5, 5, 3, 1, 10, 8, 3, 5, 2, 5, 4, 1, 7, 4, 2, 3, 8, 3, 3, 2, 2, 11, 8, 3, 6, 2, 1, 4, 6, 5]",176,"[1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1]",57,0.2,2,1,1,0
