0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"          [Illustration: FRANKLIN ARMS]  [Illustration: FRANKLIN SEAL]  [Illustration: Franklin at the Court of Louis XVI      ""He was therefore, feasted and invited to all the court     parties.","[12, 8, 4, 12, 8, 4, 12, 8, 2, 3, 5, 2, 5, 3, 2, 3, 9, 7, 3, 7, 2, 3, 3, 5, 7]",139,"[4, 2, 1, 4, 2, 2, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 2]",43,0.0,18,0,0,1
"At these he sometimes met the old Duchess of     Bourbon, who, being a chess player of about his force,     they very generally played together.","[2, 5, 2, 9, 3, 3, 3, 7, 2, 7, 3, 5, 1, 5, 6, 2, 5, 3, 5, 4, 4, 9, 6, 8]",109,"[1, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 4, 0, 3]",34,0.0825,18,0,0,1
"Happening once to     put her king into prize, the Doctor took it.","[9, 4, 2, 3, 3, 4, 4, 5, 3, 6, 4, 2]",49,"[3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]",16,0.0,4,0,0,3
"'Ah,' says     she, 'we do not take kings so.'","[3, 4, 3, 3, 2, 3, 4, 5, 2]",29,"[1, 1, 0, 0, 1, 1, 1, 1, 1]",7,0.0,2,0,0,3
"'We do in America,' said     the Doctor.""","[3, 2, 2, 7, 4, 3, 6]",27,"[0, 1, 1, 4, 1, 1, 2]",10,0.0,2,0,0,3
--Thomas Jefferson.],"[6, 9]",15,"[2, 3]",5,0.0,2,0,0,3
"AUTOBIOGRAPHY  OF  BENJAMIN  FRANKLIN   WITH ILLUSTRATIONS _by_ E. BOYD SMITH  EDITED _by_ FRANK WOODWORTH PINE   [Illustration: Printers Mark]   _New York_ HENRY HOLT AND COMPANY 1916  Copyright, 1916,  BY HENRY HOLT AND COMPANY   June, 1922   THE QUINN & BODEN CO. PRESS RAHWAY, N. J.","[13, 2, 8, 8, 4, 13, 2, 1, 4, 5, 6, 2, 5, 9, 4, 12, 8, 4, 3, 4, 5, 4, 3, 7, 4, 9, 4, 2, 5, 4, 3, 7, 4, 4, 3, 5, 5, 2, 5, 6, 1, 1]",210,"[5, 1, 3, 2, 1, 4, 1, 1, 1, 1, 2, 1, 1, 2, 1, 4, 2, 1, 1, 1, 2, 1, 1, 3, 0, 3, 0, 1, 2, 1, 1, 3, 1, 0, 1, 1, 2, 1, 1, 2, 0, 0]",63,0.136363636364,11,2,2,1
CONTENTS                                                                 PAGE Introduction                                                  vii  The Autobiography        I. Ancestry and Early Life in Boston                      3      II.,"[8, 4, 12, 3, 3, 13, 1, 8, 3, 5, 4, 2, 6, 1, 2]",75,"[2, 1, 4, 1, 1, 5, 1, 3, 1, 3, 1, 1, 2, 0, 1]",27,0.1,4,0,0,3
Beginning Life as a Printer                           21     III.,"[9, 4, 2, 1, 7, 2, 3]",28,"[3, 1, 1, 1, 2, 0, 1]",9,0.0,2,0,0,3
Arrival in Philadelphia                               41      IV.,"[7, 2, 12, 2, 2]",25,"[3, 1, 5, 0, 1]",10,0.0,2,0,0,3
First Visit to Boston                                 55       V. Early Friends in Philadelphia                         69      VI.,"[5, 5, 2, 6, 2, 1, 5, 7, 2, 12, 2, 2]",51,"[1, 2, 1, 2, 0, 0, 3, 2, 1, 5, 0, 1]",18,0.175,19,0,0,3
First Visit to London                                 77     VII.,"[5, 5, 2, 6, 2, 3]",23,"[1, 2, 1, 2, 0, 1]",7,0.25,19,0,0,3
Beginning Business in Philadelphia                    99    VIII.,"[9, 8, 2, 12, 2, 4]",37,"[3, 3, 1, 5, 0, 1]",13,0.0,2,0,0,3
Business Success and First Public Service            126      IX.,"[8, 7, 3, 5, 6, 7, 3, 2]",41,"[3, 2, 1, 1, 2, 2, 0, 1]",12,0.183333333333,19,0,0,3
Plan for Attaining Moral Perfection                  146       X.,"[4, 3, 9, 5, 10, 3, 1]",35,"[1, 1, 3, 2, 3, 0, 0]",10,0.0,2,0,0,3
_Poor Richard's Almanac_ and Other Activities        169      XI.,"[4, 7, 2, 7, 3, 5, 10, 3, 2]",43,"[1, 2, 0, 3, 1, 2, 4, 0, 1]",14,-0.2625,16,0,0,3
Interest in Public Affairs                           188     XII.,"[8, 2, 6, 7, 3, 3]",29,"[3, 1, 2, 2, 0, 1]",9,0.0,2,0,0,3
Defense of the Province                              201    XIII.,"[7, 2, 3, 8, 3, 4]",27,"[2, 1, 1, 2, 0, 1]",7,0.0,2,0,0,3
Public Services and Duties                           217     XIV.,"[6, 8, 3, 6, 3, 3]",29,"[2, 2, 1, 2, 0, 1]",8,0.0,2,0,0,3
Albany Plan of Union                                 241      XV.,"[6, 4, 2, 5, 3, 2]",22,"[3, 1, 1, 2, 0, 0]",7,0.0,2,0,0,3
Quarrels with the Proprietary Governors              246     XVI.,"[8, 4, 3, 11, 9, 3, 3]",41,"[2, 1, 1, 5, 3, 0, 1]",13,0.0,2,0,0,3
Braddock's Expedition                                253    XVII.,"[8, 2, 10, 3, 4]",27,"[2, 0, 4, 0, 1]",7,0.0,2,0,0,3
Franklin's Defense of the Frontier                   274   XVIII.,"[8, 2, 7, 2, 3, 8, 3, 5]",38,"[2, 0, 2, 1, 1, 3, 0, 1]",10,0.0,2,0,0,3
Scientific Experiments                               289     XIX.,"[10, 11, 3, 3]",27,"[4, 4, 0, 1]",9,0.0,2,0,0,3
"Agent of Pennsylvania in London                      296  Appendix           Electrical Kite                                      327          The Way to Wealth                                    331          The Whistle                                          336          A Letter to Samuel Mather                            34O  Bibliography                                                  343     ILLUSTRATIONS  Franklin at the Court of Louis XVI                 _Frontispiece_    ""He was therefore, feasted and invited to all the court   parties.","[5, 2, 12, 2, 6, 3, 8, 10, 4, 3, 3, 3, 2, 6, 3, 3, 7, 3, 1, 6, 2, 6, 6, 3, 12, 3, 13, 8, 2, 3, 5, 2, 5, 3, 12, 2, 3, 9, 7, 3, 7, 2, 3, 3, 5, 7]",228,"[2, 1, 5, 1, 2, 0, 3, 4, 1, 0, 1, 1, 1, 2, 0, 1, 1, 0, 1, 2, 1, 2, 2, 1, 4, 0, 4, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 2]",71,0.0,11,2,2,4
"At these he sometimes met the old Duchess of   Bourbon, who, being a chess player of about his force,   they very generally played together.","[2, 5, 2, 9, 3, 3, 3, 7, 2, 7, 3, 5, 1, 5, 6, 2, 5, 3, 5, 4, 4, 9, 6, 8]",109,"[1, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 4, 0, 3]",34,0.0825,18,0,0,1
"Happening once to   put her king into prize, the Doctor took it.","[9, 4, 2, 3, 3, 4, 4, 5, 3, 6, 4, 2]",49,"[3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]",16,0.0,4,0,0,3
"'Ah,' says   she, 'we do not take kings so.'","[3, 4, 3, 3, 2, 3, 4, 5, 2]",29,"[1, 1, 0, 0, 1, 1, 1, 1, 1]",7,0.0,2,0,0,3
"'We do in America,'   said the Doctor.""","[3, 2, 2, 7, 4, 3, 6]",27,"[0, 1, 1, 4, 1, 1, 2]",10,0.0,2,0,0,3
--Thomas Jefferson.,"[6, 9]",15,"[2, 3]",5,0.0,2,0,0,3
"PAGE Portrait of Franklin                                          vii  Pages 1 and 4 of _The Pennsylvania Gazette_, Number   XL, the first number after Franklin took control            xxi  First page of _The New England Courant_ of December   4-11, 1721                                                   33  ""I was employed to carry the papers thro' the streets   to the customers""                                            36  ""She, standing at the door, saw me, and thought I   made, as I certainly did, a most awkward, ridiculous   appearance""                                                  48  ""I took to working at press""                                   88  ""I see him still at work when I go home from club""            120  Two pages from _Poor Richard's Almanac_ for 1736              171  ""I regularly took my turn of duty there as a common   soldier""                                                    204  ""In the evening, hearing a great noise among them,   the commissioners walk'd out to see what was the   matter""                                                     224  ""Our axes ... were immediately set to work to   cut down trees""                                             278  ""We now appeared very wide, and so far from each   other in our opinions as to discourage all hope   of agreement""                                               318  ""You will find it stream out plentifully from the key   on the approach of your knuckle""                            328  Father Abraham in his study                                   330  The end papers show, at the front, the Franklin arms and   the Franklin seal; at the back, the medal given by the   Boston public schools from the fund left by Franklin for   that purpose as provided in the following extract from his   will:     ""I was born in Boston, New England, and owe my first   instructions in literature to the free grammar-schools   established there.","[4, 8, 2, 8, 3, 5, 1, 3, 1, 2, 3, 12, 7, 6, 2, 3, 5, 6, 5, 8, 4, 7, 3, 5, 4, 2, 3, 3, 7, 7, 2, 8, 4, 4, 2, 1, 3, 8, 2, 5, 3, 6, 4, 3, 7, 2, 3, 9, 2, 3, 8, 2, 3, 4, 3, 2, 3, 7, 1, 4, 2, 1, 9, 3, 1, 4, 7, 10, 10, 2, 1, 4, 2, 7, 2, 5, 2, 1, 3, 3, 5, 2, 4, 4, 1, 2, 4, 4, 4, 3, 3, 5, 4, 4, 7, 2, 7, 3, 4, 3, 1, 9, 4, 2, 4, 2, 4, 5, 2, 1, 6, 7, 3, 2, 3, 7, 7, 1, 5, 5, 5, 4, 3, 13, 4, 2, 3, 2, 3, 4, 3, 3, 6, 3, 3, 4, 4, 11, 3, 2, 4, 2, 3, 4, 5, 3, 2, 3, 8, 4, 4, 3, 2, 3, 4, 4, 5, 2, 3, 8, 2, 2, 10, 3, 4, 2, 9, 3, 3, 4, 4, 2, 6, 3, 11, 4, 3, 3, 2, 3, 8, 2, 4, 7, 3, 6, 7, 2, 3, 5, 3, 3, 3, 6, 4, 2, 3, 5, 3, 8, 4, 3, 3, 8, 4, 2, 3, 4, 3, 5, 5, 2, 3, 6, 6, 7, 4, 3, 4, 4, 2, 8, 3, 4, 7, 2, 8, 2, 3, 9, 7, 4, 3, 4, 1, 3, 4, 2, 6, 3, 7, 3, 3, 2, 5, 12, 2, 10, 2, 3, 4, 15, 11, 5]",1074,"[1, 2, 1, 2, 1, 1, 0, 1, 0, 1, 1, 5, 2, 2, 0, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 0, 0, 0, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 3, 0, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 4, 4, 0, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 2, 0, 3, 1, 0, 0, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 0, 1, 1, 3, 3, 1, 2, 1, 2, 1, 1, 4, 1, 0, 1, 1, 1, 1, 1, 1, 2, 0, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 0, 1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0, 2, 3, 1, 1, 2, 0, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 3, 1, 4, 1, 1, 1, 3, 3, 1]",333,0.0431793086141,14,2,2,2
"I therefore give one hundred pounds   sterling to my executors, to be by them ... paid over to   the managers or directors of the free schools in my native   town of Boston, to be by them ... put out to interest, and   so continued at interest forever, which interest annually   shall be laid out in silver medals, and given as honorary   rewards annually by the directors of the said free schools   belonging to the said town, in such manner as to the   discretion of the selectmen of the said town shall seem   meet.""","[1, 9, 4, 3, 7, 6, 8, 2, 2, 9, 2, 2, 2, 4, 4, 4, 2, 3, 8, 2, 9, 2, 3, 4, 7, 2, 2, 6, 4, 2, 6, 2, 2, 2, 4, 3, 3, 2, 8, 3, 2, 9, 2, 8, 7, 5, 8, 8, 5, 2, 4, 3, 2, 6, 6, 3, 5, 2, 8, 7, 8, 2, 3, 9, 2, 3, 4, 4, 7, 9, 2, 3, 4, 4, 2, 4, 6, 2, 2, 3, 10, 2, 3, 9, 2, 3, 4, 4, 5, 4, 4]",395,"[1, 3, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 3, 3, 1, 3, 3, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 4, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1]",133,0.266666666667,1,2,2,2
[Illustration: B. Franklin From an engraving by J. Thomson from the original picture by J.,"[12, 1, 8, 4, 2, 9, 2, 1, 7, 4, 3, 8, 7, 2, 1]",71,"[4, 0, 2, 1, 1, 3, 1, 0, 2, 1, 1, 4, 2, 1, 0]",23,0.375,12,1,1,0
"A. Duplessis]  [Illustration: B. Franklin's signature]   INTRODUCTION   We Americans devour eagerly any piece of writing that purports to tell us the secret of success in life; yet how often we are disappointed to find nothing but commonplace statements, or receipts that we know by heart but never follow.","[1, 9, 12, 1, 8, 2, 9, 12, 2, 9, 6, 7, 3, 5, 2, 7, 4, 8, 2, 4, 2, 3, 6, 2, 7, 2, 4, 3, 3, 5, 2, 3, 12, 2, 4, 7, 3, 11, 10, 2, 8, 4, 2, 4, 2, 5, 3, 5, 6]",245,"[1, 3, 4, 0, 2, 0, 3, 4, 1, 4, 2, 4, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 3, 3, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2]",83,-0.283333333333,6,2,2,4
Most of the life stories of our famous and successful men fail to inspire because they lack the human element that makes the record real and brings the story within our grasp.,"[4, 2, 3, 4, 7, 2, 3, 6, 3, 10, 3, 4, 2, 7, 7, 4, 4, 3, 5, 7, 4, 5, 3, 6, 4, 3, 6, 3, 5, 6, 3, 5]",143,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 2, 3, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1]",45,0.241666666667,0,1,1,1
