0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
             *Project Gutenberg is proud to cooperate with The World Library* in the presentation of The Complete Works of William Shakespeare for your reading for education and entertainment.,"[7, 9, 2, 5, 2, 9, 4, 3, 5, 7, 2, 3, 12, 2, 3, 8, 5, 2, 7, 11, 3, 4, 7, 3, 9, 3, 13]",150,"[2, 3, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 4, 1, 1, 2, 1, 1, 3, 4, 1, 1, 3, 1, 4, 1, 4]",51,0.45,18,1,1,3
"HOWEVER, THIS IS NEITHER SHAREWARE NOR PUBLIC DOMAIN.","[7, 4, 2, 7, 9, 3, 6, 6]",44,"[3, 1, 1, 2, 3, 1, 2, 2]",15,0.0,7,0,0,0
.,[],0,[],0,0.0,0,0,0,0
.AND UNDER THE LIBRARY OF THE FUTURE CONDITIONS OF THIS PRESENTATION.,"[3, 5, 3, 7, 2, 3, 6, 10, 2, 4, 12]",57,"[1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 4]",20,0.0,17,0,0,1
.,[],0,[],0,0.0,0,0,0,0
.NO CHARGES MAY BE MADE FOR *ANY* ACCESS TO THIS MATERIAL.,"[2, 7, 3, 2, 4, 3, 3, 6, 2, 4, 8]",44,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4]",16,0.0,7,0,0,0
YOU ARE ENCOURAGED!!,"[3, 3, 10]",16,"[1, 1, 3]",5,0.0,12,0,0,0
"TO GIVE IT AWAY TO ANYONE YOU LIKE, BUT NO CHARGES ARE ALLOWED!!","[2, 4, 2, 4, 2, 6, 3, 4, 3, 2, 7, 3, 7]",49,"[1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2]",16,0.0,17,0,0,0
The Complete Works of William Shakespeare  The Tragedy of Romeo and Juliet  The Library of the Future Complete Works of William Shakespeare Library of the Future is a TradeMark (TM) of World Library Inc.       1595  THE TRAGEDY OF ROMEO AND JULIET  by William Shakespeare    Dramatis Personae    Chorus.,"[3, 8, 5, 2, 7, 11, 3, 7, 2, 5, 3, 6, 3, 7, 2, 3, 6, 8, 5, 2, 7, 11, 7, 2, 3, 6, 2, 1, 9, 2, 2, 5, 7, 3, 4, 3, 7, 2, 5, 3, 6, 2, 7, 11, 8, 8, 6]",237,"[1, 2, 1, 1, 3, 4, 1, 3, 1, 2, 1, 3, 1, 3, 1, 1, 2, 2, 1, 1, 3, 4, 3, 1, 1, 2, 1, 1, 3, 0, 1, 1, 3, 1, 0, 1, 3, 1, 2, 1, 3, 1, 3, 4, 3, 2, 2]",86,0.05,4,1,1,3
"Escalus, Prince of Verona.","[7, 6, 2, 6]",21,"[3, 1, 1, 3]",8,0.0,12,0,0,0
"Paris, a young Count, kinsman to the Prince.","[5, 1, 5, 5, 7, 2, 3, 6]",34,"[2, 1, 1, 1, 2, 1, 1, 1]",10,0.1,7,0,0,0
"Montague, heads of two houses at variance with each other.","[8, 5, 2, 3, 6, 2, 8, 4, 4, 5]",47,"[2, 2, 1, 1, 1, 1, 3, 1, 2, 2]",16,-0.125,17,0,0,0
"Capulet, heads of two houses at variance with each other.","[7, 5, 2, 3, 6, 2, 8, 4, 4, 5]",46,"[3, 2, 1, 1, 1, 1, 3, 1, 2, 2]",17,-0.125,17,0,0,0
"An old Man, of the Capulet family.","[2, 3, 3, 2, 3, 7, 6]",26,"[1, 1, 1, 1, 1, 3, 3]",11,0.1,7,0,0,0
"Romeo, son to Montague.","[5, 3, 2, 8]",18,"[2, 1, 1, 2]",6,0.0,12,0,0,0
"Tybalt, nephew to Lady Capulet.","[6, 6, 2, 4, 7]",25,"[2, 2, 1, 2, 3]",10,0.0,7,0,0,0
"Mercutio, kinsman to the Prince and friend to Romeo.","[8, 7, 2, 3, 6, 3, 6, 2, 5]",42,"[3, 2, 1, 1, 1, 1, 2, 1, 2]",14,0.0,7,0,0,0
"Benvolio, nephew to Montague, and friend to Romeo    Tybalt, nephew to Lady Capulet.","[8, 6, 2, 8, 3, 6, 2, 5, 6, 6, 2, 4, 7]",65,"[3, 2, 1, 2, 1, 2, 1, 2, 2, 2, 1, 2, 3]",24,0.0,17,0,0,1
"Friar Laurence, Franciscan.","[5, 8, 10]",23,"[2, 2, 3]",7,0.0,12,0,0,0
"Friar John, Franciscan.","[5, 4, 10]",19,"[2, 1, 3]",6,0.0,12,0,0,0
"Balthasar, servant to Romeo.","[9, 7, 2, 5]",23,"[3, 2, 1, 2]",8,0.0,12,0,0,0
"Abram, servant to Montague.","[5, 7, 2, 8]",22,"[2, 2, 1, 2]",7,0.0,12,0,0,0
"Sampson, servant to Capulet.","[7, 7, 2, 7]",23,"[2, 2, 1, 3]",8,0.0,12,0,0,0
"Gregory, servant to Capulet.","[7, 7, 2, 7]",23,"[3, 2, 1, 3]",9,0.0,7,0,0,0
"Peter, servant to Juliet's nurse.","[5, 7, 2, 6, 2, 5]",27,"[2, 2, 1, 3, 0, 1]",9,0.0,7,0,0,0
An Apothecary.,"[2, 10]",12,"[1, 5]",6,0.0,12,0,0,0
Three Musicians.,"[5, 9]",14,"[1, 4]",5,0.0,12,0,0,0
An Officer.,"[2, 7]",9,"[1, 3]",4,0.0,12,0,0,0
"Lady Montague, wife to Montague.","[4, 8, 4, 2, 8]",26,"[2, 2, 1, 1, 2]",8,0.0,7,0,0,0
"Lady Capulet, wife to Capulet.","[4, 7, 4, 2, 7]",24,"[2, 3, 1, 1, 3]",10,0.0,7,0,0,0
"Juliet, daughter to Capulet.","[6, 8, 2, 7]",23,"[3, 2, 1, 3]",9,0.0,7,0,0,0
Nurse to Juliet.,"[5, 2, 6]",13,"[1, 1, 3]",5,0.0,12,0,0,0
"Citizens of Verona; Gentlemen and Gentlewomen of both houses;     Maskers, Torchbearers, Pages, Guards, Watchmen, Servants, and     Attendants.","[8, 2, 6, 9, 3, 11, 2, 4, 6, 7, 12, 5, 6, 8, 8, 3, 10]",110,"[3, 1, 3, 3, 1, 4, 1, 1, 1, 2, 4, 1, 1, 2, 2, 1, 3]",34,0.0,9,1,1,1
SCENE.--Verona; Mantua.,"[5, 6, 6]",17,"[1, 3, 2]",6,0.0,12,0,0,0
THE PROLOGUE                          Enter Chorus.,"[3, 8, 5, 6]",22,"[1, 2, 2, 2]",7,0.0,12,0,0,0
Chor.,[4],4,[1],1,0.0,0,0,0,0
"Two households, both alike in dignity,     In fair Verona, where we lay our scene,     From ancient grudge break to new mutiny,     Where civil blood makes civil hands unclean.","[3, 10, 4, 5, 2, 7, 2, 4, 6, 5, 2, 3, 3, 5, 4, 7, 6, 5, 2, 3, 6, 5, 5, 5, 5, 5, 5, 7]",131,"[1, 3, 1, 2, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 3, 1, 2, 1, 1, 2, 1, 3]",44,0.418181818182,1,1,1,1
From forth the fatal loins of these two foes     A pair of star-cross'd lovers take their life;     Whose misadventur'd piteous overthrows     Doth with their death bury their parents' strife.,"[4, 5, 3, 5, 5, 2, 5, 3, 4, 1, 4, 2, 10, 2, 6, 4, 5, 4, 5, 11, 2, 7, 10, 4, 4, 5, 5, 4, 5, 7, 6]",149,"[1, 1, 1, 2, 1, 1, 1, 1, 0, 1, 1, 1, 2, 0, 2, 1, 1, 1, 1, 4, 0, 2, 3, 1, 1, 1, 2, 2, 1, 2, 1]",40,0.0,8,1,1,1
"The fearful passage of their death-mark'd love,     And the continuance of their parents' rage,     Which, but their children's end, naught could remove,     Is now the two hours' traffic of our stage;     The which if you with patient ears attend,     What here shall miss, our toil shall strive to mend.","[3, 7, 7, 2, 5, 10, 2, 4, 3, 3, 11, 2, 5, 7, 4, 5, 3, 5, 8, 2, 3, 6, 5, 6, 2, 3, 3, 3, 5, 7, 2, 3, 5, 3, 5, 2, 3, 4, 7, 4, 6, 4, 4, 5, 4, 3, 4, 5, 6, 2, 4]",226,"[1, 3, 2, 1, 1, 3, 0, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 0, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",64,-0.2,11,1,1,3
[Exit.],[4],4,[2],2,0.0,0,0,0,0
ACT I.,"[3, 1]",4,"[1, 1]",2,0.0,0,0,0,0
Scene I. Verona.,"[5, 1, 6]",12,"[1, 1, 3]",5,0.0,12,0,0,0
A public place.,"[1, 6, 5]",12,"[1, 2, 1]",4,0.0,12,0,0,0
Enter Sampson and Gregory (with swords and bucklers) of the house of Capulet.,"[5, 7, 3, 7, 4, 6, 3, 8, 2, 3, 5, 2, 7]",62,"[2, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 3]",20,0.0,17,0,0,1
Samp.,[4],4,[1],1,0.0,0,0,0,0
"Gregory, on my word, we'll not carry coals.","[7, 2, 2, 4, 2, 3, 3, 5, 5]",33,"[3, 1, 1, 1, 1, 0, 1, 2, 1]",11,0.0,7,0,0,0
Greg.,[4],4,[1],1,0.0,0,0,0,0
"No, for then we should be colliers.","[2, 3, 4, 2, 6, 2, 8]",27,"[1, 1, 1, 1, 1, 1, 3]",9,0.0,7,0,0,0
Samp.,[4],4,[1],1,0.0,0,0,0,0
"I mean, an we be in choler, we'll draw.","[1, 4, 2, 2, 2, 2, 6, 2, 3, 4]",28,"[1, 2, 1, 1, 1, 1, 2, 1, 0, 1]",11,-0.3125,14,0,0,4
Greg.,[4],4,[1],1,0.0,0,0,0,0
"Ay, while you live, draw your neck out of collar.","[2, 5, 3, 4, 4, 4, 4, 3, 2, 6]",37,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",11,0.136363636364,7,0,0,0
Samp.,[4],4,[1],1,0.0,0,0,0,0
"I strike quickly, being moved.","[1, 6, 7, 5, 5]",24,"[1, 1, 2, 1, 1]",6,0.333333333333,16,2,2,2
Greg.,[4],4,[1],1,0.0,0,0,0,0
But thou art not quickly moved to strike.,"[3, 4, 3, 3, 7, 5, 2, 6]",33,"[1, 1, 1, 1, 2, 1, 1, 1]",9,-0.166666666667,7,0,0,0
Samp.,[4],4,[1],1,0.0,0,0,0,0
A dog of the house of Montague moves me.,"[1, 3, 2, 3, 5, 2, 8, 5, 2]",31,"[1, 1, 1, 1, 1, 1, 2, 1, 1]",10,0.0,7,0,0,0
Greg.,[4],4,[1],1,0.0,0,0,0,0
