0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     SIDDHARTHA  An Indian Tale  by Hermann Hesse      FIRST PART  To Romain Rolland, my dear friend     THE SON OF THE BRAHMAN  In the shade of the house, in the sunshine of the riverbank near the boats, in the shade of the Sal-wood forest, in the shade of the fig tree is where Siddhartha grew up, the handsome son of the Brahman, the young falcon, together with his friend Govinda, son of a Brahman.","[10, 2, 6, 4, 2, 7, 5, 5, 4, 2, 6, 7, 2, 4, 6, 3, 3, 2, 3, 7, 2, 3, 5, 2, 3, 5, 2, 3, 8, 2, 3, 9, 4, 3, 5, 2, 3, 5, 2, 3, 8, 6, 2, 3, 5, 2, 3, 3, 4, 2, 5, 10, 4, 2, 3, 8, 3, 2, 3, 7, 3, 5, 6, 8, 4, 3, 6, 7, 3, 2, 1, 7]",304,"[3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 2, 3, 1, 1, 1, 2]",99,0.2375,3,1,1,2
"The sun tanned his light shoulders by the banks of the river when bathing, performing the sacred ablutions, the sacred offerings.","[3, 3, 6, 3, 5, 9, 2, 3, 5, 2, 3, 5, 4, 7, 10, 3, 6, 9, 3, 6, 9]",106,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 1, 3, 1, 1, 3]",30,0.4,4,0,0,3
"In the mango grove, shade poured into his black eyes, when playing as a boy, when his mother sang, when the sacred offerings were made, when his father, the scholar, taught him, when the wise men talked.","[2, 3, 5, 5, 5, 6, 4, 3, 5, 4, 4, 7, 2, 1, 3, 4, 3, 6, 4, 4, 3, 6, 9, 4, 4, 4, 3, 6, 3, 7, 6, 3, 4, 3, 4, 3, 6]",158,"[1, 1, 2, 1, 1, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",43,0.266666666667,8,1,1,1
"For a long time, Siddhartha had been partaking in the discussions of the wise men, practising debate with Govinda, practising with Govinda the art of reflection, the service of meditation.","[3, 1, 4, 4, 10, 3, 4, 9, 2, 3, 11, 2, 3, 4, 3, 10, 6, 4, 7, 10, 4, 7, 3, 3, 2, 10, 3, 7, 2, 10]",154,"[1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 3, 3, 1, 3, 1, 1, 1, 3, 1, 2, 1, 4]",51,0.325,8,1,1,1
"He already knew how to speak the Om silently, the word of words, to speak it silently into himself while inhaling, to speak it silently out of himself while exhaling, with all the concentration of his soul, the forehead surrounded by the glow of the clear-thinking spirit.","[2, 7, 4, 3, 2, 5, 3, 2, 8, 3, 4, 2, 5, 2, 5, 2, 8, 4, 7, 5, 8, 2, 5, 2, 8, 3, 2, 7, 5, 8, 4, 3, 3, 13, 2, 3, 4, 3, 8, 10, 2, 3, 4, 2, 3, 14, 6]",220,"[1, 4, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 3, 2, 2, 1, 3, 1, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 4, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 4, 2]",77,0.0,10,1,1,2
"He already knew to feel Atman in the depths of his being, indestructible, one with the universe.","[2, 7, 4, 2, 4, 5, 2, 3, 6, 2, 3, 5, 14, 3, 4, 3, 8]",77,"[1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 3]",26,0.0,18,2,2,0
"Joy leapt in his father's heart for his son who was quick to learn, thirsty for knowledge; he saw him growing up to become great wise man and priest, a prince among the Brahmans.","[3, 5, 2, 3, 6, 2, 5, 3, 3, 3, 3, 3, 5, 2, 5, 7, 3, 9, 2, 3, 3, 7, 2, 2, 6, 5, 4, 3, 3, 6, 1, 6, 5, 3, 8]",141,"[1, 2, 1, 1, 2, 0, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2]",46,0.658333333333,17,0,0,3
"Bliss leapt in his mother's breast when she saw him, when she saw him walking, when she saw him sit down and get up, Siddhartha, strong, handsome, he who was walking on slender legs, greeting her with perfect respect.","[5, 5, 2, 3, 6, 2, 6, 4, 3, 3, 3, 4, 3, 3, 3, 7, 4, 3, 3, 3, 3, 4, 3, 3, 2, 10, 6, 8, 2, 3, 3, 7, 2, 7, 4, 8, 3, 4, 7, 7]",171,"[1, 2, 1, 1, 2, 0, 2, 1, 0, 1, 1, 1, 0, 1, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2]",48,0.444444444444,17,0,0,1
"Love touched the hearts of the Brahmans' young daughters when Siddhartha walked through the lanes of the town with the luminous forehead, with the eye of a king, with his slim hips.","[4, 7, 3, 6, 2, 3, 8, 5, 9, 4, 10, 6, 7, 3, 5, 2, 3, 4, 4, 3, 8, 8, 4, 3, 3, 2, 1, 4, 4, 3, 4, 4]",146,"[1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",41,0.3,8,0,0,1
"But more than all the others he was loved by Govinda, his friend, the son of a Brahman.","[3, 4, 4, 3, 3, 6, 2, 3, 5, 2, 7, 3, 6, 3, 3, 2, 1, 7]",67,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2]",23,0.6,4,0,0,3
