0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"   [Editor's Note: It has been called to our attention that Project Gutenberg ebook #43 which is the same title as this, is much easier to read than file #42 which you have presently opened.]","[6, 2, 4, 2, 3, 4, 6, 2, 3, 9, 4, 7, 9, 5, 2, 5, 2, 3, 4, 5, 2, 4, 2, 4, 6, 2, 4, 4, 4, 2, 5, 3, 4, 9, 6]",148,"[3, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 3, 2, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 0, 1, 1, 1, 3, 2]",47,0.0666666666667,9,0,0,0
"STRANGE CASE OF                                DR. JEKYLL AND                                   MR. HYDE                                       BY                             ROBERT LOUIS STEVENSON     1)                                 STORY OF THE DOOR  MR. UTTERSON the lawyer was a man of a rugged countenance, that was never lighted by a smile; cold, scanty and embarrassed in discourse; backward in sentiment; lean, long, dusty, dreary, and yet somehow lovable.","[7, 4, 2, 2, 6, 3, 2, 4, 2, 6, 5, 9, 1, 5, 2, 3, 4, 2, 8, 3, 6, 3, 1, 3, 2, 1, 6, 11, 4, 3, 5, 7, 2, 1, 5, 4, 6, 3, 11, 2, 9, 8, 2, 9, 4, 4, 5, 6, 3, 3, 7, 7]",233,"[1, 1, 1, 0, 2, 1, 0, 1, 1, 2, 1, 3, 0, 2, 1, 1, 1, 0, 3, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 2, 1, 3, 2, 1, 2, 3, 1, 1, 3, 2]",73,-0.05,17,0,0,2
"At friendly meetings, and when the wine was to his taste, something eminently human beaconed from his eye; something indeed which never found its way into his talk, but which spoke not only in these silent symbols of the after-dinner face, but more often and loudly in the acts of his life.","[2, 8, 8, 3, 4, 3, 4, 3, 2, 3, 5, 9, 9, 5, 8, 4, 3, 3, 9, 6, 5, 5, 5, 3, 3, 4, 3, 4, 3, 5, 5, 3, 4, 2, 5, 6, 7, 2, 3, 12, 4, 3, 4, 5, 3, 6, 2, 3, 4, 2, 3, 4]",233,"[1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 2, 3, 1, 1, 0, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 4, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1]",74,0.1625,2,0,0,2
"He was austere with himself; drank gin when he was alone, to mortify a taste for vintages; and though he enjoyed the theatre, had not crossed the doors of one for twenty years.","[2, 3, 7, 4, 7, 5, 3, 4, 2, 3, 5, 2, 7, 1, 5, 3, 8, 3, 6, 2, 7, 3, 7, 3, 3, 7, 3, 5, 2, 3, 3, 6, 5]",139,"[1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",42,0.5,7,2,2,3
"But he had an approved tolerance for others; sometimes wondering, almost with envy, at the high pressure of spirits involved in their misdeeds; and in any extremity inclined to help rather than to reprove.","[3, 2, 3, 2, 8, 9, 3, 6, 9, 9, 6, 4, 4, 2, 3, 4, 8, 2, 7, 8, 2, 5, 8, 3, 2, 3, 9, 8, 2, 4, 6, 4, 2, 7]",167,"[1, 1, 1, 1, 2, 3, 1, 2, 3, 3, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 4, 2, 1, 1, 2, 1, 1, 2]",55,0.16,18,0,0,0
"2)  ""I incline to Cain's heresy,"" he used to say quaintly: ""I let my brother go to the devil in his own way.""","[1, 1, 7, 2, 4, 2, 6, 2, 4, 2, 3, 8, 1, 3, 2, 7, 2, 2, 3, 5, 2, 3, 3, 3]",78,"[0, 1, 2, 1, 1, 0, 3, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]",28,0.6,0,2,2,3
"In this character, it was frequently his fortune to be the last reputable acquaintance and the last good influence in the lives of down-going men.","[2, 4, 9, 2, 3, 10, 3, 7, 2, 2, 3, 4, 9, 12, 3, 3, 4, 4, 9, 2, 3, 5, 2, 10, 3]",120,"[1, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1]",36,0.26,10,2,2,0
"And to such as these, so long as they came about his chambers, he never marked a shade of change in his demeanour.","[3, 2, 4, 2, 5, 2, 4, 2, 4, 4, 5, 3, 8, 2, 5, 6, 1, 5, 2, 6, 2, 3, 9]",89,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4]",29,-0.0333333333333,15,1,1,0
"No doubt the feat was easy to Mr. Utterson; for he was undemonstrative at the best, and even his friendship seemed to be founded in a similar catholicity of good-nature.","[2, 5, 3, 4, 3, 4, 2, 2, 8, 3, 2, 3, 15, 2, 3, 4, 3, 4, 3, 10, 6, 2, 2, 7, 2, 1, 7, 11, 2, 11]",136,"[1, 1, 1, 2, 1, 3, 1, 0, 3, 1, 1, 1, 5, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 5, 1, 3]",49,0.477777777778,7,2,2,3
It is the mark of a modest man to accept his friendly circle ready-made from the hands of opportunity; and that was the lawyer's way.,"[2, 2, 3, 4, 2, 1, 6, 3, 2, 6, 3, 8, 6, 10, 4, 3, 5, 2, 11, 3, 4, 3, 3, 6, 2, 3]",107,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 1, 4, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 0, 1]",37,0.2375,10,2,2,0
