0,wrd_length,total_char,syl_count,syl_sum,sentiment
"Down the Rabbit-Hole  Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do: once or twice she had peeped into the book her sister was reading, but it had no pictures or conversations in it, 'and what is the use of a book,' thought Alice 'without pictures or conversations?'","[4, 3, 11, 5, 3, 9, 2, 3, 4, 5, 2, 7, 2, 3, 6, 2, 3, 4, 3, 2, 6, 7, 2, 2, 4, 2, 5, 3, 3, 6, 4, 3, 4, 3, 6, 3, 7, 3, 2, 3, 2, 8, 2, 13, 2, 2, 4, 4, 2, 3, 3, 2, 1, 4, 7, 5, 8, 8, 2, 13]",256,"[1 1 3 2 1 3 1 1 2 1 1 2 1 1 2 1 1 1 1 1 2 2 1 1 1 1 1 0 1 1 2 1 1 1 2 1 3
 1 1 1 1 2 1 4 1 1 1 1 1 1 1 1 1 1 1 2 2 2 1 4]",83,-0.337777777778
"So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.","[2, 3, 3, 11, 2, 3, 3, 4, 2, 4, 2, 3, 5, 3, 3, 3, 3, 4, 3, 4, 4, 6, 3, 6, 7, 3, 8, 2, 6, 1, 11, 5, 2, 5, 3, 7, 2, 7, 2, 3, 7, 3, 7, 4, 8, 1, 5, 6, 4, 4, 4, 3, 5, 2, 3]",229,"[1 0 1 4 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 2 1 2 2 1 3 1 2 1 3 1 1 1 1 1 1
 2 1 1 2 1 2 1 3 1 1 2 1 1 0 1 1 1 1]",70,0.03125
"There was nothing so VERY remarkable in that; nor did Alice think it so VERY much out of the way to hear the Rabbit say to itself, 'Oh dear!","[5, 3, 7, 2, 4, 10, 2, 4, 3, 3, 5, 5, 2, 2, 4, 4, 3, 2, 3, 3, 2, 4, 3, 6, 3, 2, 6, 3, 4]",109,[1 1 2 1 2 3 1 1 1 1 2 1 1 1 2 1 1 1 1 1 1 2 1 2 1 1 2 1 2],39,0.65
Oh dear!,"[2, 4]",6,[1 2],3,0.0
I shall be late!',"[1, 5, 2, 4]",12,[1 1 1 1],4,-0.375
"(when she thought it over afterwards, it occurred to her that she ought to have wondered at this, but at the time it all seemed quite natural); but when the Rabbit actually TOOK A WATCH OUT OF ITS WAISTCOAT-POCKET, and looked at it, and then hurried on, Alice started to her feet, for it flashed across her mind that she had never before seen a rabbit with either a waistcoat-pocket, or a watch to take out of it, and burning with curiosity, she ran across the field after it, and fortunately was just in time to see it pop down a large rabbit-hole under the hedge.","[4, 3, 7, 2, 4, 10, 2, 8, 2, 3, 4, 3, 5, 2, 4, 8, 2, 4, 3, 2, 3, 4, 2, 3, 6, 5, 7, 3, 4, 3, 6, 8, 4, 1, 5, 3, 2, 3, 16, 3, 6, 2, 2, 3, 4, 7, 2, 5, 7, 2, 3, 4, 3, 2, 7, 6, 3, 4, 4, 3, 3, 5, 6, 4, 1, 6, 4, 6, 1, 16, 2, 1, 5, 2, 4, 3, 2, 2, 3, 7, 4, 9, 3, 3, 6, 3, 5, 5, 2, 3, 11, 3, 4, 2, 4, 2, 3, 2, 3, 4, 1, 5, 11, 5, 3, 5]",446,"[1 0 1 1 2 3 1 2 1 1 1 0 1 1 1 2 1 1 1 1 1 1 1 1 1 1 3 1 1 1 2 3 1 1 1 1 1
 1 4 1 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 2 1 1 1 0 1 2 2 1 1 2 1 2 1 4 1 1 1 1
 1 1 1 1 1 2 1 4 0 1 2 1 2 2 1 1 5 1 1 1 1 1 1 1 1 1 1 1 3 2 1 1]",139,0.111746031746
"In another moment down went Alice after it, never once considering how in the world she was to get out again.","[2, 7, 6, 4, 4, 5, 5, 2, 5, 4, 11, 3, 2, 3, 5, 3, 3, 2, 3, 3, 5]",87,[1 3 2 1 1 2 2 1 2 1 4 1 1 1 1 0 1 1 1 1 2],30,-0.155555555556
"The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.","[3, 11, 4, 8, 2, 4, 1, 6, 3, 4, 3, 3, 4, 6, 8, 4, 2, 8, 4, 5, 3, 3, 1, 6, 2, 5, 5, 8, 7, 6, 3, 5, 7, 7, 4, 1, 4, 4, 4]",178,"[1 3 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 3 1 2 1 1 1 2 1 1 2 2 2 2 0 1 2 2 1 1 2
 1 1]",54,-0.0222222222222
"Either the well was very deep, or she fell very slowly, for she had plenty of time as she went down to look about her and to wonder what was going to happen next.","[6, 3, 4, 3, 4, 4, 2, 3, 4, 4, 6, 3, 3, 3, 6, 2, 4, 2, 3, 4, 4, 2, 4, 5, 3, 3, 2, 6, 4, 3, 5, 2, 6, 4]",126,[2 1 1 1 2 1 1 0 1 2 2 1 0 1 2 1 1 1 0 1 1 1 1 2 1 1 1 2 1 1 1 1 2 1],39,-0.136388888889
"First, she tried to look down and make out what she was coming to, but it was too dark to see anything; then she looked at the sides of the well, and noticed that they were filled with cupboards and book-shelves; here and there she saw maps and pictures hung upon pegs.","[5, 3, 5, 2, 4, 4, 3, 4, 3, 4, 3, 3, 6, 2, 3, 2, 3, 3, 4, 2, 3, 8, 4, 3, 6, 2, 3, 5, 2, 3, 4, 3, 7, 4, 4, 4, 6, 4, 9, 3, 12, 4, 3, 5, 3, 3, 4, 3, 8, 4, 4, 4]",212,"[1 0 1 1 1 1 1 1 1 1 0 1 2 1 1 1 1 1 1 1 1 3 1 0 1 1 1 1 1 1 1 1 2 1 1 1 1
 1 2 1 2 1 1 1 0 1 1 1 2 1 2 1]",56,0.0861111111111
"She took down a jar from one of the shelves as she passed; it was labelled 'ORANGE MARMALADE', but to her great disappointment it was empty: she did not like to drop the jar for fear of killing somebody, so managed to put it into one of the cupboards as she fell past it.","[3, 4, 4, 1, 3, 4, 3, 2, 3, 7, 2, 3, 6, 2, 3, 8, 7, 9, 3, 2, 3, 5, 14, 2, 3, 5, 3, 3, 3, 4, 2, 4, 3, 3, 3, 4, 2, 7, 8, 2, 7, 2, 3, 2, 4, 3, 2, 3, 9, 2, 3, 4, 4, 2]",212,"[0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 2 2 3 1 1 1 2 4 1 1 2 0 1 1 1 1 1 1 1 1 2 1
 2 4 1 2 1 1 1 2 1 1 1 2 1 0 1 1 1]",67,-0.0611111111111
'Well!',[5],5,[1],1,0.0
"thought Alice to herself, 'after such a fall as this, I shall think nothing of tumbling down stairs!","[7, 5, 2, 7, 6, 4, 1, 4, 2, 4, 1, 5, 5, 7, 2, 8, 4, 6]",80,[1 2 1 2 2 1 1 1 1 1 1 1 1 2 1 2 1 1],23,-0.0972222222222
How brave they'll all think me at home!,"[3, 5, 4, 3, 3, 5, 2, 2, 4]",31,[1 1 1 0 1 1 1 1 1],8,1.0
"Why, I wouldn't say anything about it, even if I fell off the top of the house!'","[3, 1, 5, 3, 3, 8, 5, 2, 4, 2, 1, 4, 3, 3, 3, 2, 3, 5]",60,[1 1 1 0 1 3 2 1 2 1 1 1 1 1 1 1 1 1],21,0.625
(Which was very likely true.),"[5, 3, 4, 6, 4]",22,[1 1 2 3 0],7,0.175
"Down, down, down.","[4, 4, 4]",12,[1 1 1],3,-0.155555555556
Would the fall NEVER come to an end!,"[5, 3, 4, 5, 4, 2, 2, 3]",28,[1 1 1 2 1 1 1 1],9,0.0
'I wonder how many miles I've fallen by this time?',"[2, 6, 3, 4, 5, 1, 3, 6, 2, 4, 4]",40,[1 2 1 2 1 1 0 2 1 1 1],13,0.5
she said aloud.,"[3, 4, 5]",12,[0 1 2],3,0.0
'I must be getting somewhere near the centre of the earth.,"[2, 4, 2, 7, 9, 4, 3, 6, 2, 3, 5]",47,[1 1 1 2 3 2 1 1 1 1 2],16,0.1
"Let me see: that would be four thousand miles down, I think--' (for, you see, Alice had learnt several things of this sort in her lessons in the schoolroom, and though this was not a VERY good opportunity for showing off her knowledge, as there was no one to listen to her, still it was good practice to say it over) '--yes, that's about the right distance--but then I wonder what Latitude or Longitude I've got to?'","[3, 2, 3, 4, 5, 2, 4, 8, 5, 4, 1, 5, 3, 3, 3, 5, 3, 6, 7, 6, 2, 4, 4, 2, 3, 7, 2, 3, 10, 3, 6, 4, 3, 3, 1, 4, 4, 11, 3, 7, 3, 3, 9, 2, 5, 3, 2, 3, 2, 6, 2, 3, 5, 2, 3, 4, 8, 2, 3, 2, 4, 3, 4, 2, 5, 3, 5, 8, 3, 4, 1, 6, 4, 8, 2, 9, 1, 3, 3, 2]",320,"[1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 2 1 2 3 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 2 1
 5 1 2 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2 0 1 0 2 1 1 2 1 1 1 2 1 3
 1 3 1 0 1 1]",101,0.112185592186
"(Alice had no idea what Latitude was, or Longitude either, but thought they were nice grand words to say.)","[5, 3, 2, 4, 4, 8, 3, 2, 9, 6, 3, 7, 4, 4, 4, 5, 5, 2, 3]",83,[2 1 1 3 1 3 1 1 3 2 1 1 1 1 1 1 1 1 1],27,0.55
Presently she began again.,"[9, 3, 5, 5]",22,[3 0 2 2],7,0.0
'I wonder if I shall fall right THROUGH the earth!,"[2, 6, 2, 1, 5, 4, 5, 7, 3, 5]",40,[1 2 1 1 1 1 1 1 1 2],12,0.357142857143
How funny it'll seem to come out among the people that walk with their heads downward!,"[3, 5, 2, 3, 4, 2, 4, 3, 5, 3, 6, 4, 4, 4, 5, 5, 8]",70,[1 2 1 0 1 1 1 1 2 1 1 1 1 1 1 2 2],20,0.3125
"The Antipathies, I think--' (she was rather glad there WAS no one listening, this time, as it didn't sound at all the right word) '--but I shall have to ask them what the name of the country is, you know.","[3, 11, 1, 5, 3, 3, 6, 4, 5, 3, 2, 3, 9, 4, 4, 2, 2, 3, 3, 5, 2, 3, 3, 5, 4, 3, 1, 5, 4, 2, 3, 4, 4, 3, 4, 2, 3, 7, 2, 3, 4]",152,"[1 4 1 1 0 1 2 1 1 1 1 1 3 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 2 1 1 1]",46,0.395238095238
"Please, Ma'am, is this New Zealand or Australia?'","[6, 5, 2, 4, 3, 7, 2, 9]",38,[2 2 1 1 1 3 1 4],15,0.136363636364
(and she tried to curtsey as she spoke--fancy CURTSEYING as you're falling through the air!,"[3, 3, 5, 2, 7, 2, 3, 5, 5, 10, 2, 3, 3, 7, 7, 3, 3]",73,[1 0 1 1 2 1 0 1 2 2 1 1 0 2 1 1 1],18,0.0
Do you think you could manage it?),"[2, 3, 5, 3, 5, 6, 2]",26,[1 1 1 1 1 2 1],8,0.0
'And what an ignorant little girl she'll think me for asking!,"[4, 4, 2, 8, 6, 4, 3, 3, 5, 2, 3, 6]",50,[1 1 1 3 1 1 0 0 1 1 1 2],13,-0.234375
"No, it'll never do to ask: perhaps I shall see it written up somewhere.'","[2, 2, 3, 5, 2, 2, 3, 7, 1, 5, 3, 2, 7, 2, 9]",55,[1 1 0 2 1 1 1 2 1 1 1 1 2 1 3],19,0.0
"Down, down, down.","[4, 4, 4]",12,[1 1 1],3,-0.155555555556
"There was nothing else to do, so Alice soon began talking again.","[5, 3, 7, 4, 2, 2, 2, 5, 4, 5, 7, 5]",51,[1 1 2 1 1 1 1 2 1 2 2 2],17,0.0
"'Dinah'll miss me very much to-night, I should think!'","[6, 3, 4, 2, 4, 4, 8, 1, 6, 5]",43,[2 0 1 1 2 1 2 1 1 1],12,0.325
(Dinah was the cat.),"[5, 3, 3, 3]",14,[2 1 1 1],5,0.0
'I hope they'll remember her saucer of milk at tea-time.,"[2, 4, 4, 3, 8, 3, 6, 2, 4, 2, 8]",46,[1 1 1 0 3 1 2 1 1 1 3],15,0.0
Dinah my dear!,"[5, 2, 4]",11,[2 1 2],5,0.0
I wish you were down here with me!,"[1, 4, 3, 4, 4, 4, 4, 2]",26,[1 1 1 1 1 1 1 1],8,-0.194444444444
"There are no mice in the air, I'm afraid, but you might catch a bat, and that's very like a mouse, you know.","[5, 3, 2, 4, 2, 3, 3, 1, 2, 6, 3, 3, 5, 5, 1, 3, 3, 4, 2, 4, 4, 1, 5, 3, 4]",81,[1 1 1 1 1 1 1 1 0 2 1 1 1 1 1 1 1 1 0 2 1 1 1 1 1],25,-0.2
"But do cats eat bats, I wonder?'","[3, 2, 4, 3, 4, 1, 6]",23,[1 1 1 2 1 1 2],9,0.0
"And here Alice began to get rather sleepy, and went on saying to herself, in a dreamy sort of way, 'Do cats eat bats?","[3, 4, 5, 5, 2, 3, 6, 6, 3, 4, 2, 6, 2, 7, 2, 1, 6, 4, 2, 3, 3, 4, 3, 4]",90,[1 1 2 2 1 1 2 2 1 1 1 1 1 2 1 1 3 1 1 1 1 1 2 1],32,0.0
Do cats eat bats?',"[2, 4, 3, 4]",13,[1 1 2 1],5,0.0
"and sometimes, 'Do bats eat cats?'","[3, 9, 3, 4, 3, 4]",26,[1 3 1 1 2 1],9,0.0
"for, you see, as she couldn't answer either question, it didn't much matter which way she put it.","[3, 3, 3, 2, 3, 5, 3, 6, 6, 8, 2, 3, 3, 4, 6, 5, 3, 3, 3, 2]",76,[1 1 1 1 0 1 0 2 2 2 1 1 0 1 2 1 1 0 1 1],20,0.2
"She felt that she was dozing off, and had just begun to dream that she was walking hand in hand with Dinah, and saying to her very earnestly, 'Now, Dinah, tell me the truth: did you ever eat a bat?'","[3, 4, 4, 3, 3, 6, 3, 3, 3, 4, 5, 2, 5, 4, 3, 3, 7, 4, 2, 4, 4, 5, 3, 6, 2, 3, 4, 9, 4, 5, 4, 2, 3, 5, 3, 3, 4, 3, 1, 3]",151,"[0 1 1 0 1 2 1 1 1 1 2 1 2 1 0 1 2 1 1 1 1 2 1 1 1 1 2 4 1 2 1 1 1 1 1 1 2
 2 1 1]",49,0.2
"when suddenly, thump!","[4, 8, 5]",17,[1 3 1],5,0.0
thump!,[5],5,[1],1,0.0
"down she came upon a heap of sticks and dry leaves, and the fall was over.","[4, 3, 4, 4, 1, 4, 2, 6, 3, 3, 6, 3, 3, 4, 3, 4]",57,[1 0 1 2 1 2 1 1 1 1 2 1 1 1 1 2],19,-0.111111111111
"Alice was not a bit hurt, and she jumped up on to her feet in a moment: she looked up, but it was all dark overhead; before her was another long passage, and the White Rabbit was still in sight, hurrying down it.","[5, 3, 3, 1, 3, 4, 3, 3, 6, 2, 2, 2, 3, 4, 2, 1, 6, 3, 6, 2, 3, 2, 3, 3, 4, 8, 6, 3, 3, 7, 4, 7, 3, 3, 5, 6, 3, 5, 2, 5, 8, 4, 2]",163,"[2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 0 1 1 1 1 1 1 1 4 2 1 1 3 1 2 1 1 1 2 1
 1 1 1 2 1 1]",52,-0.0888888888889
"There was not a moment to be lost: away went Alice like the wind, and was just in time to hear it say, as it turned a corner, 'Oh my ears and whiskers, how late it's getting!'","[5, 3, 3, 1, 6, 2, 2, 4, 4, 4, 5, 4, 3, 4, 3, 3, 4, 2, 4, 2, 4, 2, 3, 2, 2, 6, 1, 6, 3, 2, 4, 3, 8, 3, 4, 2, 2, 7]",132,"[1 1 1 1 2 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 2 1 2 1 1 1 0
 2]",45,-0.375
"She was close behind it when she turned the corner, but the Rabbit was no longer to be seen: she found herself in a long, low hall, which was lit up by a row of lamps hanging from the roof.","[3, 3, 5, 6, 2, 4, 3, 6, 3, 6, 3, 3, 6, 3, 2, 6, 2, 2, 4, 3, 5, 7, 2, 1, 4, 3, 4, 5, 3, 3, 2, 2, 1, 3, 2, 5, 7, 4, 3, 4]",145,"[0 1 1 2 1 1 0 1 1 2 1 1 2 1 1 2 1 1 1 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2
 1 1 1]",43,-0.15
"There were doors all round the hall, but they were all locked; and when Alice had been all the way down one side and up the other, trying every door, she walked sadly down the middle, wondering how she was ever to get out again.","[5, 4, 5, 3, 5, 3, 4, 3, 4, 4, 3, 6, 3, 4, 5, 3, 4, 3, 3, 3, 4, 3, 4, 3, 2, 3, 5, 6, 5, 4, 3, 6, 5, 4, 3, 6, 9, 3, 3, 3, 4, 2, 3, 3, 5]",178,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 0 1 2 1 1 1 3
 1 0 1 2 1 1 1 2]",52,-0.127222222222
"Suddenly she came upon a little three-legged table, all made of solid glass; there was nothing on it except a tiny golden key, and Alice's first thought was that it might belong to one of the doors of the hall; but, alas!","[8, 3, 4, 4, 1, 6, 12, 5, 3, 4, 2, 5, 5, 5, 3, 7, 2, 2, 6, 1, 4, 6, 3, 3, 5, 2, 5, 7, 3, 4, 2, 5, 6, 2, 3, 2, 3, 5, 2, 3, 4, 3, 4]",174,"[3 0 1 2 1 1 2 1 1 1 1 2 1 1 1 2 1 1 2 1 2 2 1 1 2 0 1 1 1 1 1 1 2 1 1 1 1
 1 1 1 1 1 2]",53,-0.0171875
"either the locks were too large, or the key was too small, but at any rate it would not open any of them.","[6, 3, 5, 4, 3, 5, 2, 3, 3, 3, 3, 5, 3, 2, 3, 4, 2, 5, 3, 4, 3, 2, 4]",80,[2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2 2 1 1],27,-0.00892857142857
"However, on the second time round, she came upon a low curtain she had not noticed before, and behind it was a little door about fifteen inches high: she tried the little golden key in the lock, and to her great delight it fitted!","[7, 2, 3, 6, 4, 5, 3, 4, 4, 1, 3, 7, 3, 3, 3, 7, 6, 3, 6, 2, 3, 1, 6, 4, 5, 7, 6, 4, 3, 5, 3, 6, 6, 3, 2, 3, 4, 3, 2, 3, 5, 7, 2, 6]",181,"[3 1 1 2 1 1 0 1 2 1 1 2 0 1 1 2 2 1 2 1 1 1 1 1 2 2 1 1 0 1 1 1 2 1 1 1 1
 1 1 1 2 2 1 1]",54,0.0485
"Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw.","[5, 6, 3, 4, 3, 5, 4, 2, 3, 4, 1, 5, 7, 3, 4, 6, 4, 1, 8, 3, 5, 4, 3, 6, 5, 3, 7, 4, 3, 9, 6, 3, 4, 3]",146,[2 2 1 1 1 1 1 1 0 2 1 1 2 1 1 2 1 1 2 0 1 1 1 1 2 1 2 2 1 4 2 1 2 1],46,-0.135185185185
"How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the doorway; 'and even if my head would go through,' thought poor Alice, 'it would be of very little use without my shoulders.","[3, 3, 6, 2, 3, 3, 2, 4, 4, 4, 3, 6, 5, 5, 5, 4, 2, 6, 7, 3, 5, 4, 9, 3, 3, 5, 3, 4, 3, 3, 4, 7, 3, 7, 4, 4, 2, 2, 4, 5, 2, 7, 7, 4, 5, 3, 5, 2, 2, 4, 6, 3, 7, 2, 9]",232,"[1 0 1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 2 1 1 1 2 1 0 1 1 2 1 1 2 1 1 2 1 2 1
 1 2 1 1 1 1 1 2 1 1 1 1 2 1 1 2 1 2]",67,0.05125
"Oh, how I wish I could shut up like a telescope!","[2, 3, 1, 4, 1, 5, 4, 2, 4, 1, 9]",36,[1 1 1 1 1 1 1 1 1 1 3],13,0.0
"I think I could, if I only knew how to begin.'","[1, 5, 1, 5, 2, 1, 4, 4, 3, 2, 5]",33,[1 1 1 1 1 1 2 1 1 1 2],13,0.0
"For, you see, so many out-of-the-way things had happened lately, that Alice had begun to think that very few things indeed were really impossible.","[3, 3, 3, 2, 4, 14, 6, 3, 8, 6, 4, 5, 3, 5, 2, 5, 4, 4, 3, 6, 6, 4, 6, 10]",119,[1 1 1 1 2 4 1 1 2 3 1 2 1 2 1 1 1 2 1 1 1 1 3 3],38,-0.181666666667
"There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, ('which certainly was not here before,' said Alice,) and round the neck of the bottle was a paper label, with the words 'DRINK ME' beautifully printed on it in large letters.","[5, 6, 2, 2, 2, 3, 2, 7, 2, 3, 6, 4, 2, 3, 4, 4, 2, 3, 5, 4, 6, 3, 5, 4, 7, 3, 2, 2, 2, 2, 3, 4, 1, 4, 2, 5, 3, 8, 6, 2, 4, 10, 4, 4, 3, 5, 1, 6, 6, 2, 2, 6, 9, 3, 3, 4, 6, 4, 5, 3, 5, 3, 4, 2, 3, 6, 3, 1, 5, 5, 4, 3, 5, 6, 2, 11, 7, 2, 2, 2, 5, 7]",328,"[1 1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 1 2 0 1 1 3 1 1 1 1 1 2 1 1 1 1 1 1
 2 1 1 1 3 1 1 0 1 1 1 1 1 1 1 3 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1
 1 5 1 1 1 1 1 2]",98,0.0596560846561
"It was all very well to say 'Drink me,' but the wise little Alice was not going to do THAT in a hurry.","[2, 3, 3, 4, 4, 2, 3, 6, 2, 3, 3, 4, 6, 5, 3, 3, 5, 2, 2, 4, 2, 1, 5]",77,[1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2],26,0.2375
"'No, I'll look first,' she said, 'and see whether it's marked ""poison"" or not'; for she had read several nice little histories about children who had got burnt, and eaten up by wild beasts and other unpleasant things, all because they WOULD not remember the simple rules their friends had taught them: such as, that a red-hot poker will burn you if you hold it too long; and that if you cut your finger VERY deeply with a knife, it usually bleeds; and she had never forgotten that, if you drink much from a bottle marked 'poison,' it is almost certain to disagree with you, sooner or later.","[3, 1, 3, 4, 5, 3, 4, 4, 3, 7, 2, 2, 6, 6, 2, 3, 3, 3, 3, 4, 7, 4, 6, 9, 5, 8, 3, 3, 3, 5, 3, 5, 2, 2, 4, 6, 3, 5, 10, 6, 3, 7, 4, 5, 3, 8, 3, 6, 5, 5, 7, 3, 6, 4, 4, 2, 4, 1, 7, 5, 4, 4, 3, 2, 3, 4, 2, 3, 4, 3, 4, 2, 3, 3, 4, 6, 4, 6, 4, 1, 5, 2, 7, 6, 3, 3, 3, 5, 9, 4, 2, 3, 5, 4, 4, 1, 6, 6, 7, 2, 2, 6, 7, 2, 8, 4, 3, 6, 2, 5]",463,"[1 1 0 1 1 0 1 1 1 2 1 0 1 2 1 1 1 0 1 2 3 1 1 3 2 2 1 1 1 1 1 3 1 1 1 2 1
 2 4 1 1 2 1 1 1 3 1 1 1 1 2 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 2 2 2 1 1 1 1 3 1 1 0 1 2 3 1 1 1 1 1 1 1 1 1 2 1 1 2 2 1 3 1 1 2 1 2]",142,0.0177521008403
"However, this bottle was NOT marked 'poison,' so Alice ventured to taste it, and finding it very nice, (it had, in fact, a sort of mixed flavour of cherry-tart, custard, pine-apple, roast turkey, toffee, and hot buttered toast,) she very soon finished it off.","[7, 4, 6, 3, 3, 6, 7, 2, 5, 8, 2, 5, 2, 3, 7, 2, 4, 4, 2, 3, 2, 4, 1, 4, 2, 5, 7, 2, 11, 7, 10, 5, 6, 6, 3, 3, 8, 5, 3, 4, 4, 8, 2, 3]",200,"[3 1 1 1 1 1 2 1 2 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 2 1 3 2 3 1 2 2 1 1 2
 1 0 2 1 2 1 1]",61,0.236
*    *    *    *    *    *    *      *    *    *    *    *    *    *    *    *    *    *    *    *  'What a curious feeling!',"[5, 1, 7, 7]",20,[1 1 2 2],6,-0.125
said Alice; 'I must be shutting up like a telescope.',"[4, 5, 2, 4, 2, 8, 2, 4, 1, 9]",41,[1 2 1 1 1 2 1 1 1 3],14,0.0
"And so it was indeed: she was now only ten inches high, and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden.","[3, 2, 2, 3, 6, 3, 3, 3, 4, 3, 6, 4, 3, 3, 4, 10, 2, 2, 3, 7, 4, 3, 3, 3, 3, 5, 4, 3, 5, 7, 3, 6, 4, 4, 4, 6, 6]",149,[1 1 1 1 1 0 1 1 2 1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 3 2],41,0.126369047619
"First, however, she waited for a few minutes to see if she was going to shrink any further: she felt a little nervous about this; 'for it might end, you know,' said Alice to herself, 'in my going out altogether, like a candle.","[5, 7, 3, 6, 3, 1, 3, 7, 2, 3, 2, 3, 3, 5, 2, 6, 3, 7, 3, 4, 1, 6, 7, 5, 4, 4, 2, 5, 3, 3, 4, 4, 5, 2, 7, 3, 2, 5, 3, 10, 4, 1, 6]",174,"[1 3 0 1 1 1 1 2 1 1 1 0 1 1 1 1 2 2 0 1 1 1 2 2 1 1 1 1 1 1 1 1 2 1 2 1 1
 1 1 4 1 1 1]",52,-0.034375
I wonder what I should be like then?',"[1, 6, 4, 1, 6, 2, 4, 4]",28,[1 2 1 1 1 1 1 1],9,0.0
"And she tried to fancy what the flame of a candle is like after the candle is blown out, for she could not remember ever having seen such a thing.","[3, 3, 5, 2, 5, 4, 3, 5, 2, 1, 6, 2, 4, 5, 3, 6, 2, 5, 3, 3, 3, 5, 3, 8, 4, 6, 4, 4, 1, 5]",115,[1 0 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 3 2 2 1 1 1 1],34,0.0
"After a while, finding that nothing more happened, she decided on going into the garden at once; but, alas for poor Alice!","[5, 1, 5, 7, 4, 7, 4, 8, 3, 7, 2, 5, 4, 3, 6, 2, 4, 3, 4, 3, 4, 5]",96,[2 1 1 2 1 2 1 2 0 2 1 1 2 1 2 1 1 1 2 1 1 2],30,-0.133333333333
"when she got to the door, she found she had forgotten the little golden key, and when she went back to the table for it, she found she could not possibly reach it: she could see it quite plainly through the glass, and she tried her best to climb up one of the legs of the table, but it was too slippery; and when she had tired herself out with trying, the poor little thing sat down and cried.","[4, 3, 3, 2, 3, 4, 3, 5, 3, 3, 9, 3, 6, 6, 3, 3, 4, 3, 4, 4, 2, 3, 5, 3, 2, 3, 5, 3, 5, 3, 8, 5, 2, 3, 5, 3, 2, 5, 7, 7, 3, 5, 3, 3, 5, 3, 4, 2, 5, 2, 3, 2, 3, 4, 2, 3, 5, 3, 2, 3, 3, 8, 3, 4, 3, 3, 5, 7, 3, 4, 6, 3, 4, 6, 5, 3, 4, 3, 5]",306,"[1 0 1 1 1 1 0 1 0 1 3 1 1 2 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 3 2 1 0 1 1 1
 1 2 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 0 1 1 2 1 1 1 1 1 1
 1 1 1 1 1]",80,-0.0222582972583
"'Come, there's no use in crying like that!'","[5, 5, 2, 2, 3, 2, 6, 4, 4]",33,[1 1 0 1 1 1 1 1 1],8,-0.25
"said Alice to herself, rather sharply; 'I advise you to leave off this minute!'","[4, 5, 2, 7, 6, 7, 2, 6, 3, 2, 5, 3, 4, 6]",62,[1 2 1 2 2 2 1 2 1 1 2 1 1 2],21,-0.15625
