0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
         The Romance of Lust (1873)   A classic Victorian erotic novel    by Anonymous     1892 edition      VOLUME I.,"[3, 7, 2, 4, 4, 1, 7, 9, 6, 5, 2, 9, 4, 7, 6, 1]",77,"[1, 2, 1, 1, 0, 1, 2, 4, 3, 2, 1, 4, 0, 3, 2, 1]",28,0.433333333333,10,0,0,2
"CONTENTS  The Novice--Mrs. Benson--Mary--Mrs. Benson's Correspondence with Mrs. Egerton--Miss Evelyn--Eliza  There were three of us--Mary, Eliza, and myself.","[8, 3, 6, 3, 6, 4, 3, 6, 2, 14, 4, 3, 7, 4, 6, 5, 5, 4, 5, 2, 2, 4, 5, 3, 6]",120,"[2, 1, 2, 0, 2, 2, 0, 2, 0, 4, 1, 0, 3, 1, 3, 3, 1, 1, 1, 1, 1, 2, 3, 1, 2]",39,0.0,13,1,1,0
"I was approaching fifteen, Mary was about a year younger, and Eliza between twelve and thirteen years of age.","[1, 3, 11, 7, 4, 3, 5, 1, 4, 7, 3, 5, 7, 6, 3, 8, 5, 2, 3]",88,"[1, 1, 3, 2, 2, 1, 2, 1, 2, 2, 1, 3, 2, 1, 1, 2, 2, 1, 1]",31,0.0,13,1,1,0
"Mamma treated us all as children, and was blind to the fact that I was no longer what I had been.","[5, 7, 2, 3, 2, 8, 3, 3, 5, 2, 3, 4, 4, 1, 3, 2, 6, 4, 1, 3, 4]",75,"[2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",25,-0.5,19,1,1,3
"Although not tall for my age, nor outwardly presenting a manly appearance, my passions were awakening, and the distinctive feature of my sex, although in repose it looked magnificent enough, was very sufficiently developed when under the influence of feminine excitement.","[8, 3, 4, 3, 2, 3, 3, 9, 10, 1, 5, 10, 2, 8, 4, 9, 3, 3, 11, 7, 2, 2, 3, 8, 2, 6, 2, 6, 11, 6, 3, 4, 12, 9, 4, 5, 3, 9, 2, 8, 10]",225,"[2, 1, 1, 1, 1, 1, 1, 3, 3, 1, 2, 4, 1, 2, 1, 4, 1, 1, 3, 3, 1, 1, 1, 2, 1, 2, 1, 1, 4, 2, 1, 2, 5, 3, 1, 2, 1, 2, 1, 3, 4]",78,0.325,18,2,2,1
"As yet, I had absolutely no knowledge of the uses of the different organs of sex.","[2, 3, 1, 3, 10, 2, 9, 2, 3, 4, 2, 3, 9, 6, 2, 3]",64,"[1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1]",24,-0.05,5,1,1,3
My sisters and I all slept in the same room.,"[2, 7, 3, 1, 3, 5, 2, 3, 4, 4]",34,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",11,0.0,16,1,1,3
"They together in one bed, I alone in another.","[4, 8, 2, 3, 3, 1, 5, 2, 7]",35,"[1, 3, 1, 1, 0, 1, 2, 1, 3]",13,0.0,16,1,1,3
"When no one was present, we had often mutually examined the different formations of our sexes.","[4, 2, 3, 3, 7, 2, 3, 5, 8, 8, 3, 9, 10, 2, 3, 5]",77,"[1, 1, 1, 1, 2, 1, 1, 2, 3, 3, 1, 3, 3, 1, 1, 1]",26,0.0,5,1,1,3
"We had discovered that mutual handlings gave a certain amount of pleasing sensation; and, latterly, my eldest sister had discovered that the hooding and unhooding of my doodle, as she called it, instantly caused it to swell up and stiffen as hard as a piece of wood.","[2, 3, 10, 4, 6, 9, 4, 1, 7, 6, 2, 8, 9, 3, 8, 2, 6, 6, 3, 10, 4, 3, 7, 3, 9, 2, 2, 6, 2, 3, 6, 2, 9, 6, 2, 2, 5, 2, 3, 7, 2, 4, 2, 1, 5, 2, 4]",214,"[1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 3, 3, 1, 3, 1, 2, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 1, 0, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1]",69,-0.0193452380952,11,2,2,1
