0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     THE JUNGLE BOOK  By Rudyard Kipling    Contents       Mowgli's Brothers      Hunting-Song of the Seeonee Pack      Kaa's Hunting      Road-Song of the Bandar-Log      ""Tiger!","[3, 6, 4, 2, 7, 7, 8, 6, 2, 8, 12, 2, 3, 7, 4, 3, 2, 7, 9, 2, 3, 10, 5]",122,"[1, 1, 1, 1, 3, 2, 2, 2, 0, 2, 3, 1, 1, 2, 1, 1, 0, 2, 2, 1, 1, 3, 2]",35,0.0,14,1,1,2
"Tiger!""",[5],5,[2],2,0.0,6,2,2,3
"Mowgli's Song      The White Seal      Lukannon      ""Rikki-Tikki-Tavi""      Darzee's Chant      Toomai of the Elephants      Shiv and the Grasshopper      Her Majesty's Servants      Parade Song of the Camp Animals     Mowgli's Brothers       Now Rann the Kite brings home the night         That Mang the Bat sets free--      The herds are shut in byre and hut         For loosed till dawn are we.","[6, 2, 4, 3, 5, 4, 8, 16, 6, 2, 5, 6, 2, 3, 9, 4, 3, 3, 11, 3, 7, 2, 8, 6, 4, 2, 3, 4, 7, 6, 2, 8, 3, 4, 3, 4, 6, 4, 3, 5, 4, 4, 3, 3, 4, 4, 3, 5, 3, 4, 2, 4, 3, 3, 3, 6, 4, 4, 3, 2]",267,"[2, 0, 1, 1, 1, 2, 3, 6, 2, 0, 1, 2, 1, 1, 3, 1, 1, 1, 3, 1, 3, 0, 2, 2, 1, 1, 1, 1, 3, 2, 0, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",79,0.05,18,1,1,4
"This is the hour of pride and power,         Talon and tush and claw.","[4, 2, 3, 4, 2, 5, 3, 5, 5, 3, 4, 3, 4]",47,"[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]",15,0.0,1,2,2,3
"Oh, hear the call!--Good hunting all         That keep the Jungle Law!","[2, 4, 3, 4, 4, 7, 3, 4, 4, 3, 6, 3]",47,"[1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",14,0.0,1,2,2,3
"Night-Song in the Jungle  It was seven o'clock of a very warm evening in the Seeonee hills when Father Wolf woke up from his day's rest, scratched himself, yawned, and spread out his paws one after the other to get rid of the sleepy feeling in their tips.","[10, 2, 3, 6, 2, 3, 5, 7, 2, 1, 4, 4, 7, 2, 3, 7, 5, 4, 6, 4, 4, 2, 4, 3, 3, 2, 4, 9, 7, 6, 3, 6, 3, 3, 4, 3, 5, 3, 5, 2, 3, 3, 2, 3, 6, 7, 2, 5, 4]",203,"[2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]",63,0.3275,15,1,1,4
"Mother Wolf lay with her big gray nose dropped across her four tumbling, squealing cubs, and the moon shone into the mouth of the cave where they all lived.","[6, 4, 3, 4, 3, 3, 4, 4, 7, 6, 3, 4, 8, 9, 4, 3, 3, 4, 5, 4, 3, 5, 2, 3, 4, 5, 4, 3, 5]",125,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",35,0.0,14,1,1,2
"""Augrh!""",[5],5,[1],1,0.0,6,2,2,3
said Father Wolf.,"[4, 6, 4]",14,"[1, 2, 1]",4,0.0,6,2,2,3
"""It is time to hunt again.""","[2, 2, 4, 2, 4, 5]",19,"[1, 1, 1, 1, 1, 2]",7,0.0,6,2,2,3
