0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"     ULYSSES  by James Joyce     -- I --  Stately, plump Buck Mulligan came from the stairhead, bearing a bowl of lather on which a mirror and a razor lay crossed.","[7, 2, 5, 5, 1, 7, 5, 4, 8, 4, 4, 3, 9, 7, 1, 4, 2, 6, 2, 5, 1, 6, 3, 1, 5, 3, 7]",117,"[2, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1]",39,0.0,18,0,0,4
"A yellow dressinggown, ungirdled, was sustained gently behind him on the mild morning air.","[1, 6, 12, 9, 3, 9, 6, 6, 3, 2, 3, 4, 7, 3]",74,"[1, 2, 3, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1]",22,-0.0222222222222,18,0,0,4
He held the bowl aloft and intoned:  --_Introibo ad altare Dei_.,"[2, 4, 3, 4, 5, 3, 7, 8, 2, 6, 3]",47,"[1, 1, 1, 1, 2, 1, 2, 3, 1, 2, 1]",16,0.0,0,0,0,4
"Halted, he peered down the dark winding stairs and called out coarsely:  --Come up, Kinch!","[6, 2, 6, 4, 3, 4, 7, 6, 3, 6, 3, 8, 4, 2, 5]",69,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1]",18,-0.101851851852,7,0,0,4
"Come up, you fearful jesuit!","[4, 2, 3, 7, 6]",22,"[1, 1, 1, 3, 2]",8,-1.0,9,0,0,2
Solemnly he came forward and mounted the round gunrest.,"[8, 2, 4, 7, 3, 7, 3, 5, 7]",46,"[3, 1, 1, 2, 1, 1, 1, 1, 2]",13,-0.2,7,0,0,4
"He faced about and blessed gravely thrice the tower, the surrounding land and the awaking mountains.","[2, 5, 5, 3, 7, 7, 6, 3, 5, 3, 11, 4, 3, 3, 7, 9]",83,"[1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 3, 2]",25,0.0,18,0,0,4
"Then, catching sight of Stephen Dedalus, he bent towards him and made rapid crosses in the air, gurgling in his throat and shaking his head.","[4, 8, 5, 2, 7, 7, 2, 4, 7, 3, 3, 4, 5, 7, 2, 3, 3, 8, 2, 3, 6, 3, 7, 3, 4]",112,"[1, 2, 1, 1, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2]",34,0.6,19,2,2,3
"Stephen Dedalus, displeased and sleepy, leaned his arms on the top of the staircase and looked coldly at the shaking gurgling face that blessed him, equine in its length, and at the light untonsured hair, grained and hued like pale oak.","[7, 7, 10, 3, 6, 6, 3, 4, 2, 3, 3, 2, 3, 9, 3, 6, 6, 2, 3, 7, 8, 4, 4, 7, 3, 6, 2, 3, 6, 3, 2, 3, 5, 10, 4, 7, 3, 4, 4, 4, 3]",190,"[2, 3, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 0, 1, 1, 1]",54,0.0225,18,0,0,4
Buck Mulligan peeped an instant under the mirror and then covered the bowl smartly.,"[4, 8, 6, 2, 7, 5, 3, 6, 3, 4, 7, 3, 4, 7]",69,"[1, 3, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2]",21,0.107142857143,10,0,0,4
