0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
        A TALE OF TWO CITIES  A STORY OF THE FRENCH REVOLUTION  By Charles Dickens   CONTENTS        Book the First--Recalled to Life       Chapter I      The Period      Chapter II     The Mail      Chapter III    The Night Shadows      Chapter IV     The Preparation      Chapter V      The Wine-shop      Chapter VI     The Shoemaker        Book the Second--the Golden Thread       Chapter I      Five Years Later      Chapter II     A Sight      Chapter III    A Disappointment      Chapter IV     Congratulatory      Chapter V      The Jackal      Chapter VI     Hundreds of People      Chapter VII    Monseigneur in Town      Chapter VIII   Monseigneur in the Country      Chapter IX     The Gorgon's Head      Chapter X      Two Promises      Chapter XI     A Companion Picture      Chapter XII    The Fellow of Delicacy      Chapter XIII   The Fellow of no Delicacy      Chapter XIV    The Honest Tradesman      Chapter XV     Knitting      Chapter XVI    Still Knitting      Chapter XVII   One Night      Chapter XVIII  Nine Days      Chapter XIX    An Opinion      Chapter XX     A Plea      Chapter XXI    Echoing Footsteps      Chapter XXII   The Sea Still Rises      Chapter XXIII  Fire Rises      Chapter XXIV   Drawn to the Loadstone Rock        Book the Third--the Track of a Storm       Chapter I      In Secret      Chapter II     The Grindstone      Chapter III    The Shadow      Chapter IV     Calm in Storm      Chapter V      The Wood-sawyer      Chapter VI     Triumph      Chapter VII    A Knock at the Door      Chapter VIII   A Hand at Cards      Chapter IX     The Game Made      Chapter X      The Substance of the Shadow      Chapter XI     Dusk      Chapter XII    Darkness      Chapter XIII   Fifty-two      Chapter XIV    The Knitting Done      Chapter XV     The Footsteps Die Out For Ever      Book the First--Recalled to Life     I.,"[1, 4, 2, 3, 6, 1, 5, 2, 3, 6, 10, 2, 7, 7, 8, 4, 3, 5, 8, 2, 4, 7, 1, 3, 6, 7, 2, 3, 4, 7, 3, 3, 5, 7, 7, 2, 3, 11, 7, 1, 3, 9, 7, 2, 3, 9, 4, 3, 6, 3, 6, 6, 7, 1, 4, 5, 5, 7, 2, 1, 5, 7, 3, 1, 14, 7, 2, 14, 7, 1, 3, 6, 7, 2, 8, 2, 6, 7, 3, 11, 2, 4, 7, 4, 11, 2, 3, 7, 7, 2, 3, 6, 2, 4, 7, 1, 3, 8, 7, 2, 1, 9, 7, 7, 3, 3, 6, 2, 8, 7, 4, 3, 6, 2, 2, 8, 7, 3, 3, 6, 9, 7, 2, 8, 7, 3, 5, 8, 7, 4, 3, 5, 7, 5, 4, 4, 7, 3, 2, 7, 7, 2, 1, 4, 7, 3, 7, 9, 7, 4, 3, 3, 5, 5, 7, 5, 4, 5, 7, 4, 5, 2, 3, 9, 4, 4, 3, 5, 3, 5, 2, 1, 5, 7, 1, 2, 6, 7, 2, 3, 10, 7, 3, 3, 6, 7, 2, 4, 2, 5, 7, 1, 3, 11, 7, 2, 7, 7, 3, 1, 5, 2, 3, 4, 7, 4, 1, 4, 2, 5, 7, 2, 3, 4, 4, 7, 1, 3, 9, 2, 3, 6, 7, 2, 4, 7, 3, 8, 7, 4, 9, 7, 3, 3, 8, 4, 7, 2, 3, 9, 3, 3, 3, 4, 4, 3, 5, 8, 2, 4, 1]",1188,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 4, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 4, 2, 0, 1, 3, 2, 1, 1, 3, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 4, 2, 1, 6, 2, 0, 1, 2, 2, 1, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1, 3, 1, 1, 2, 2, 1, 1, 2, 0, 2, 2, 0, 1, 2, 2, 1, 1, 3, 2, 2, 1, 1, 2, 1, 4, 2, 1, 1, 2, 1, 1, 4, 2, 1, 1, 2, 3, 2, 0, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 2, 0, 1, 2, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 0, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 0, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 3, 2, 1, 1, 2, 1, 2, 0, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1]",364,-0.025,10,1,1,0
"The Period   It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the winter of despair, we had everything before us, we had nothing before us, we were all going direct to Heaven, we were all going direct the other way-- in short, the period was so far like the present period, that some of its noisiest authorities insisted on its being received, for good or for evil, in the superlative degree of comparison only.","[3, 6, 2, 3, 3, 4, 2, 5, 2, 3, 3, 5, 2, 5, 2, 3, 3, 3, 2, 6, 2, 3, 3, 3, 2, 11, 2, 3, 3, 5, 2, 6, 2, 3, 3, 5, 2, 11, 2, 3, 3, 6, 2, 5, 2, 3, 3, 6, 2, 8, 2, 3, 3, 6, 2, 4, 2, 3, 3, 6, 2, 7, 2, 3, 10, 6, 2, 2, 3, 7, 6, 2, 2, 4, 3, 5, 6, 2, 6, 2, 4, 3, 5, 6, 3, 5, 3, 2, 5, 3, 6, 3, 2, 3, 4, 3, 7, 6, 4, 4, 2, 3, 8, 11, 8, 2, 3, 5, 8, 3, 4, 2, 3, 4, 2, 3, 11, 6, 2, 10, 4]",484,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 5, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 4, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 4, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 4, 2, 1, 4, 2]",170,0.0229166666667,14,1,1,0
"There were a king with a large jaw and a queen with a plain face, on the throne of England; there were a king with a large jaw and a queen with a fair face, on the throne of France.","[5, 4, 1, 4, 4, 1, 5, 3, 3, 1, 5, 4, 1, 5, 4, 2, 3, 6, 2, 7, 5, 4, 1, 4, 4, 1, 5, 3, 3, 1, 5, 4, 1, 4, 4, 2, 3, 6, 2, 6]",138,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",41,0.228571428571,13,1,1,2
"In both countries it was clearer than crystal to the lords of the State preserves of loaves and fishes, that things in general were settled for ever.","[2, 4, 9, 2, 3, 7, 4, 7, 2, 3, 5, 2, 3, 5, 9, 2, 6, 3, 6, 4, 6, 2, 7, 4, 7, 3, 4]",121,"[1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2]",35,0.05,17,2,2,2
It was the year of Our Lord one thousand seven hundred and seventy-five.,"[2, 3, 3, 4, 2, 3, 4, 3, 8, 5, 7, 3, 12]",59,"[1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 4]",19,0.0,1,2,2,1
"Spiritual revelations were conceded to England at that favoured period, as at this.","[9, 11, 4, 8, 2, 7, 2, 4, 8, 6, 2, 2, 4]",69,"[3, 4, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1]",22,0.0,7,2,2,1
"Mrs. Southcott had recently attained her five-and-twentieth blessed birthday, of whom a prophetic private in the Life Guards had heralded the sublime appearance by announcing that arrangements were made for the swallowing up of London and Westminster.","[3, 9, 3, 8, 8, 3, 18, 7, 8, 2, 4, 1, 9, 7, 2, 3, 4, 6, 3, 8, 3, 7, 10, 2, 10, 4, 12, 4, 4, 3, 3, 10, 2, 2, 6, 3, 11]",212,"[0, 2, 1, 3, 2, 1, 6, 1, 2, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 2, 4, 1, 3, 1, 4, 1, 1, 1, 1, 3, 1, 1, 2, 1, 3]",64,0.0,2,1,1,0
"Even the Cock-lane ghost had been laid only a round dozen of years, after rapping out its messages, as the spirits of this very year last past (supernaturally deficient in originality) rapped out theirs.","[4, 3, 9, 5, 3, 4, 4, 4, 1, 5, 5, 2, 5, 5, 7, 3, 3, 8, 2, 3, 7, 2, 4, 4, 4, 4, 4, 14, 9, 2, 11, 6, 3, 6]",165,"[2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 6, 4, 1, 6, 1, 1, 1]",58,-0.108333333333,2,1,1,2
"Mere messages in the earthly order of events had lately come to the English Crown and People, from a congress of British subjects in America: which, strange to relate, have proved more important to the human race than any communications yet received through any of the chickens of the Cock-lane brood.","[4, 8, 2, 3, 7, 5, 2, 6, 3, 6, 4, 2, 3, 7, 5, 3, 6, 4, 1, 8, 2, 7, 8, 2, 7, 5, 7, 2, 6, 4, 6, 4, 9, 2, 3, 5, 4, 4, 3, 14, 3, 8, 7, 3, 2, 3, 8, 2, 3, 9, 5]",246,"[1, 2, 1, 1, 3, 2, 1, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 4, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 2, 5, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1]",78,0.00625,6,1,1,0
"France, less favoured on the whole as to matters spiritual than her sister of the shield and trident, rolled with exceeding smoothness down hill, making paper money and spending it.","[6, 4, 8, 2, 3, 5, 2, 2, 7, 9, 4, 3, 6, 2, 3, 6, 3, 7, 6, 4, 9, 10, 4, 4, 6, 5, 5, 3, 8, 2]",148,"[1, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 3, 2, 1, 1, 2, 2, 2, 1, 2, 1]",44,-0.0305555555556,17,1,1,2
