0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
"             Note from the original file: This electronic book is being released at     this time to honor the birthday of Martin Luther King Jr. [Born January     15, 1929] [Officially celebrated January 20, 1992]    NARRATIVE OF THE LIFE OF FREDERICK DOUGLASS  AN AMERICAN SLAVE.","[4, 4, 3, 8, 4, 4, 10, 4, 2, 5, 8, 2, 4, 4, 2, 5, 3, 8, 2, 6, 6, 4, 2, 4, 7, 2, 4, 10, 10, 7, 2, 4, 9, 2, 3, 4, 2, 9, 8, 2, 8, 5]",206,"[1, 1, 1, 4, 1, 1, 4, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 1, 0, 1, 3, 0, 0, 5, 3, 3, 0, 0, 3, 1, 1, 1, 1, 3, 2, 1, 4, 1]",67,0.241666666667,17,1,1,1
WRITTEN BY HIMSELF.,"[7, 2, 7]",16,"[2, 1, 2]",5,0.0,10,0,0,3
"BOSTON  PUBLISHED AT THE ANTI-SLAVERY OFFICE, NO.","[6, 9, 2, 3, 12, 6, 2]",40,"[2, 2, 1, 1, 5, 2, 1]",14,0.0,2,0,0,3
"25 CORNHILL 1845  ENTERED, ACCORDING TO ACT OF CONGRESS, IN THE YEAR 1845 BY FREDERICK DOUGLASS, IN THE CLERK'S OFFICE OF THE DISTRICT COURT OF MASSACHUSETTS.","[2, 8, 4, 7, 9, 2, 3, 2, 8, 2, 3, 4, 4, 2, 9, 8, 2, 3, 5, 2, 6, 2, 3, 8, 5, 2, 13]",128,"[0, 2, 0, 2, 3, 1, 1, 1, 2, 1, 1, 2, 0, 1, 3, 2, 1, 1, 1, 0, 2, 1, 1, 2, 1, 1, 4]",37,0.0,4,0,0,1
"CONTENTS     PREFACE   LETTER FROM WENDELL PHILLIPS, ESQ.","[8, 7, 6, 4, 7, 8, 3]",43,"[2, 2, 2, 1, 2, 2, 1]",12,0.0,2,0,0,3
FREDERICK DOUGLASS.,"[9, 8]",17,"[3, 2]",5,0.0,10,0,0,3
"CHAPTER I   CHAPTER II   CHAPTER III   CHAPTER IV   CHAPTER V   CHAPTER VI   CHAPTER VII   CHAPTER VIII   CHAPTER IX   CHAPTER X   CHAPTER XI   APPENDIX   A PARODY         PREFACE  In the month of August, 1841, I attended an anti-slavery convention in Nantucket, at which it was my happiness to become acquainted with _Frederick Douglass_, the writer of the following Narrative.","[7, 1, 7, 2, 7, 3, 7, 2, 7, 1, 7, 2, 7, 3, 7, 4, 7, 2, 7, 1, 7, 2, 8, 1, 6, 7, 2, 3, 5, 2, 6, 4, 1, 8, 2, 12, 10, 2, 9, 2, 5, 2, 3, 2, 9, 2, 6, 10, 4, 9, 8, 3, 6, 2, 3, 9, 9]",282,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 0, 2, 1, 3, 1, 3, 2, 1, 1, 1, 1, 2, 0, 1, 2, 1, 5, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 3, 2, 1, 2, 1, 1, 3, 3]",92,0.4,17,1,1,4
"He was a stranger to nearly every member of that body; but, having recently made his escape from the southern prison-house of bondage, and feeling his curiosity excited to ascertain the principles and measures of the abolitionists,--of whom he had heard a somewhat vague description while he was a slave,--he was induced to give his attendance, on the occasion alluded to, though at that time a resident in New Bedford.","[2, 3, 1, 8, 2, 6, 5, 6, 2, 4, 4, 3, 6, 8, 4, 3, 6, 4, 3, 8, 12, 2, 7, 3, 7, 3, 9, 7, 2, 9, 3, 10, 3, 8, 2, 3, 13, 2, 4, 2, 3, 5, 1, 8, 5, 11, 5, 2, 3, 1, 5, 2, 3, 7, 2, 4, 3, 10, 2, 3, 8, 7, 2, 6, 2, 4, 4, 1, 8, 2, 3, 7]",338,"[1, 1, 1, 2, 1, 3, 3, 2, 1, 1, 2, 1, 2, 3, 1, 1, 2, 1, 1, 2, 3, 1, 2, 1, 2, 1, 4, 2, 1, 3, 1, 2, 1, 3, 1, 1, 5, 1, 1, 1, 1, 2, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2]",115,0.0185606060606,16,1,1,4
"Fortunate, most fortunate occurrence!--fortunate for the millions of his manacled brethren, yet panting for deliverance from their awful thraldom!--fortunate for the cause of negro emancipation, and of universal liberty!--fortunate for the land of his birth, which he has already done so much to save and bless!--fortunate for a large circle of friends and acquaintances, whose sympathy and affection he has strongly secured by the many sufferings he has endured, by his virtuous traits of character, by his ever-abiding remembrance of those who are in bonds, as being bound with them!--fortunate for the multitudes, in various parts of our republic, whose minds he has enlightened on the subject of slavery, and who have been melted to tears by his pathos, or roused to virtuous indignation by his stirring eloquence against the enslavers of men!--fortunate for himself, as it at once brought him into the field of public usefulness, ""gave the world assurance of a MAN,"" quickened the slumbering energies of his soul, and consecrated him to the great work of breaking the rod of the oppressor, and letting the oppressed go free!","[9, 4, 9, 10, 9, 3, 3, 8, 2, 3, 8, 8, 3, 7, 3, 11, 4, 5, 5, 8, 9, 3, 3, 5, 2, 5, 12, 3, 2, 9, 7, 9, 3, 3, 4, 2, 3, 5, 5, 2, 3, 7, 4, 2, 4, 2, 4, 3, 5, 9, 3, 1, 5, 6, 2, 7, 3, 13, 5, 8, 3, 9, 2, 3, 8, 7, 2, 3, 4, 10, 2, 3, 7, 2, 3, 8, 6, 2, 9, 2, 3, 12, 11, 2, 5, 3, 3, 2, 5, 2, 5, 5, 4, 4, 9, 3, 3, 10, 2, 7, 5, 2, 3, 8, 5, 5, 2, 3, 11, 2, 3, 7, 2, 7, 3, 3, 4, 4, 6, 2, 5, 2, 3, 6, 2, 6, 2, 8, 11, 2, 3, 8, 9, 7, 3, 9, 2, 3, 9, 3, 7, 2, 2, 2, 4, 7, 3, 4, 3, 5, 2, 6, 10, 4, 3, 5, 9, 2, 1, 3, 9, 3, 10, 8, 2, 3, 4, 3, 11, 3, 2, 3, 5, 4, 2, 8, 3, 3, 2, 3, 9, 3, 7, 3, 9, 2, 4]",911,"[3, 1, 3, 3, 3, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 4, 1, 1, 2, 2, 3, 1, 1, 1, 1, 2, 5, 1, 1, 4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 3, 1, 3, 1, 3, 1, 1, 2, 2, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 1, 1, 3, 1, 1, 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 4, 1, 1, 2, 3, 2, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 4, 1, 1, 1, 3, 1, 1, 1, 2, 1, 3, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1]",294,0.19873015873,7,1,1,4
"I shall never forget his first speech at the convention--the extraordinary emotion it excited in my own mind--the powerful impression it created upon a crowded auditory, completely taken by surprise--the applause which followed from the beginning to the end of his felicitous remarks.","[1, 5, 5, 6, 3, 5, 6, 2, 3, 10, 3, 13, 7, 2, 7, 2, 2, 3, 4, 3, 8, 10, 2, 7, 4, 1, 7, 8, 10, 5, 2, 8, 3, 8, 5, 8, 4, 3, 9, 2, 3, 3, 2, 3, 10, 7]",234,"[1, 1, 2, 2, 1, 1, 1, 1, 1, 3, 1, 5, 3, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 2, 2, 1, 1, 4, 4, 2, 1, 2, 1, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 4, 2]",79,0.379761904762,17,1,1,1
